Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Royal Hong Kong Yacht Club Div 14,14,12,2,67,55,15,0,1,0,0
The Squash Club 4,14,11,3,64,53,17,1,9,0,1
North District Sports Association 2,14,10,4,57,47,23,0,7,0,0
Physical Chess 5,14,10,4,57,47,23,0,5,0,0
TKO Junior 1,14,8,6,44,36,34,0,2,0,0
8 Virtues + 1,14,7,7,41,35,35,5,1,1,5
RELAY 2,14,6,8,40,34,36,1,14,0,0
Hong Kong Football Club 14,14,7,7,38,31,39,13,0,0,0
Ladies Recreation Club Div 14,14,4,10,30,27,43,3,4,1,1
TNG 3,14,6,8,27,30,40,1,0,5,0
Squash-On,14,3,11,23,20,50,13,0,0,1
Fusion Squash Club 4,14,0,14,4,5,65,7,1,1,0
