Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Royal Hong Kong Yacht Club Div 12,13,10,3,61,51,14,0,0,0,1
Star River 1,13,11,2,57,46,19,0,4,0,0
Physical Chess 4,13,9,4,50,41,24,0,6,0,0
Sha Tin 5,12,9,3,45,36,24,0,6,0,1
Winter Warriors,12,8,4,42,35,25,0,2,1,0
Global Squash 2,13,7,6,40,33,32,0,0,0,0
Hong Kong Football Club 12B,13,6,7,35,29,36,0,4,0,0
Hong Kong Football Club 12A,13,6,7,34,28,37,1,5,0,0
SKCSC Div 12,13,2,11,20,18,47,0,2,0,0
CSD Squash Team,13,1,12,19,19,46,23,0,1,0
Latecomers,12,1,11,15,14,46,10,5,0,0
