Home Team,Away Team,Venue,Match Week,Date
Squashathon PLZ,M&M Squash,Cornwall Street Squash Centre,8,2024-11-29
Arctic Circle,Royal Hong Kong Yacht Club Div 13,Pei Ho Street Sports Centre,9,2025-01-03
Vitality Squash 3,Greenfield,HK Squash Centre,9,2025-01-03
TNG 1,North District Sports Association 2,Cornwall Street Squash Centre,9,2025-01-03
Physical Chess 4,M&M Squash,Cornwall Street Squash Centre,9,2025-01-03
Star River 3,TNG 2,Kwun Chung Sports Centre,9,2025-01-03
Bravo D13,Squashathon PLZ,HK Squash Centre,9,2025-01-03
Squashathon PLZ,Star River 3,HK Squash Centre,10,2025-01-10
TNG 2,Physical Chess 4,Cornwall Street Squash Centre,10,2025-01-10
M&M Squash,TNG 1,HK Squash Centre,10,2025-01-10
North District Sports Association 2,Vitality Squash 3,Cornwall Street Squash Centre,10,2025-01-10
Greenfield,Arctic Circle,HK Squash Centre,10,2025-01-10
Royal Hong Kong Yacht Club Div 13,Bravo D13,Royal Hong Kong Yacht Club,10,2025-01-10
TNG 2,TNG 1,Cornwall Street Squash Centre,11,2025-01-17
Greenfield,Royal Hong Kong Yacht Club Div 13,Tsing Yi Sports Centre,11,2025-01-17
North District Sports Association 2,Arctic Circle,Pei Ho Street Sports Centre,11,2025-01-17
M&M Squash,Vitality Squash 3,HK Squash Centre,11,2025-01-17
Squashathon PLZ,Physical Chess 4,Cornwall Street Squash Centre,11,2025-01-17
Bravo D13,Star River 3,Yuen Long Jockey Club Squash Courts,11,2025-01-17
Physical Chess 4,Star River 3,HK Squash Centre,12,2025-01-24
TNG 1,Squashathon PLZ,HK Squash Centre,12,2025-01-24
TNG 2,Vitality Squash 3,Cornwall Street Squash Centre,12,2025-01-24
Arctic Circle,M&M Squash,Pei Ho Street Sports Centre,12,2025-01-24
North District Sports Association 2,Royal Hong Kong Yacht Club Div 13,Pei Ho Street Sports Centre,12,2025-01-24
Greenfield,Bravo D13,Cornwall Street Squash Centre,12,2025-01-24
Greenfield,North District Sports Association 2,Tsing Yi Sports Centre,13,2025-02-07
M&M Squash,Royal Hong Kong Yacht Club Div 13,Harbour Road Sports Centre,13,2025-02-07
TNG 2,Arctic Circle,Cornwall Street Squash Centre,13,2025-02-07
Squashathon PLZ,Vitality Squash 3,Cornwall Street Squash Centre,13,2025-02-07
Star River 3,TNG 1,HK Squash Centre,13,2025-02-07
Physical Chess 4,Bravo D13,Cornwall Street Squash Centre,13,2025-02-07
TNG 1,Physical Chess 4,Cornwall Street Squash Centre,14,2025-02-14
Star River 3,Vitality Squash 3,Kwun Chung Sports Centre,14,2025-02-14
Squashathon PLZ,Arctic Circle,Cornwall Street Squash Centre,14,2025-02-14
TNG 2,Royal Hong Kong Yacht Club Div 13,Cornwall Street Squash Centre,14,2025-02-14
Greenfield,M&M Squash,Cornwall Street Squash Centre,14,2025-02-14
North District Sports Association 2,Bravo D13,Pei Ho Street Sports Centre,14,2025-02-14
North District Sports Association 2,M&M Squash,Pei Ho Street Sports Centre,15,2025-02-21
TNG 2,Greenfield,Cornwall Street Squash Centre,15,2025-02-21
Squashathon PLZ,Royal Hong Kong Yacht Club Div 13,Cornwall Street Squash Centre,15,2025-02-21
Star River 3,Arctic Circle,Cornwall Street Squash Centre,15,2025-02-21
Vitality Squash 3,Physical Chess 4,Java Road Sports Centre,15,2025-02-21
Bravo D13,TNG 1,Cornwall Street Squash Centre,15,2025-02-21
Vitality Squash 3,TNG 1,HK Squash Centre,16,2025-02-28
