Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
Sha Tin 5,20,17.168433686737348,2.8315663132626527,84.25365073014603,99.99999999999999,98.13962792558512,1.7203440688137628,0.12002400480096019,0.020004000800160033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kinetic 3,20,13.968393678735747,6.031606321264253,69.68233646729345,88.87777555511101,1.6203240648129626,56.43128625725144,20.90418083616723,9.921984396879376,6.28125625125025,3.0406081216243246,1.240248049609922,0.4200840168033607,0.10002000400080016,0.040008001600320066,0.0
The Squash Club 3,20,11.257251450290058,8.742748549709942,65.8135627125425,66.97339467893579,0.08001600320064013,18.30366073214643,28.165633126625323,20.424084816963394,14.202840568113622,9.101820364072815,5.98119623924785,2.8605721144228844,0.7801560312062412,0.10002000400080016,0.0
BOSS,20,11.208241648329665,8.791758351670335,64.6373274654931,57.17143428685736,0.12002400480096019,13.80276055211042,22.444488897779554,20.80416083216643,15.003000600120023,12.10242048409682,8.861772354470894,5.201040208041608,1.5403080616123226,0.12002400480096019,0.0
Tuen Mun Squash Club,20,10.836767353470695,9.163232646529305,62.23224644928986,35.24704940988198,0.020004000800160033,5.161032206441289,12.422484496899381,17.643528705741147,20.004000800160032,17.40348069613923,13.862772554510903,9.641928385677137,2.8805761152230445,0.9601920384076815,0.0
HKCC Tuesday Night Rockers,20,9.84756951390278,10.15243048609722,61.361072214442885,25.905181036207242,0.020004000800160033,3.000600120024005,8.721744348869773,14.162832566513304,18.02360472094419,19.943988797759552,16.96339267853571,12.30246049209842,5.561112222444489,1.300260052010402,0.0
Global Squash 2,20,9.526305261052212,10.473694738947788,59.1508301660332,12.902580516103221,0.0,0.7001400280056012,3.720744148829766,8.481696339267854,12.402480496099221,16.883376675335068,21.624324864972994,23.224644928985796,9.901980396079216,3.0406081216243246,0.020004000800160033
Star River 1,20,9.152230446089217,10.847769553910782,58.60852170434087,11.48229645929186,0.0,0.8201640328065612,3.2406481296259253,7.421484296859372,11.682336467293458,16.983396679335865,21.164232846569313,24.0248049609922,11.222244448889777,3.4406881376275256,0.0
i-Mask Advance Squash Club 4,20,7.792958591718344,12.207041408281658,52.42748549709942,1.1802360472094418,0.0,0.060012002400480095,0.20004000800160032,0.9201840368073614,1.8403680736147228,3.660732146429286,7.881576315263053,15.843168633726744,44.24884976995399,25.265053010602124,0.08001600320064013
7NT,20,6.203240648129626,13.796759351870374,49.079815963192644,0.2600520104020804,0.0,0.0,0.060012002400480095,0.20004000800160032,0.5601120224044809,0.8801760352070414,2.4204840968193637,6.481296259251851,23.744748949789958,64.91298259651931,0.7401480296059212
Invader Squash,20,3.038607721544309,16.96139227845569,32.75315063012603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020004000800160033,0.8201640328065612,99.15983196639327
