Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Ladies Recreation Club Div 14,13,12,1,63,51,14
Kowloon Cricket Club 14,13,10,3,51,43,22
North District Sports Association 3,14,9,5,51,42,28
Hong Kong Football Club 14A,14,7,7,39,32,38
Hong Kong Football Club 14B,14,6,8,39,36,34
Electrify Squash Div 14,14,4,10,34,30,40
8 Virtues + 1,13,6,7,26,25,40
X-Alpha 6,13,0,13,7,11,54
