Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 13,14,14,0,75,61,9
Sha Tin 6,14,12,2,62,50,20
SocGen Squash,14,6,8,45,39,31
Fusion Squash Club 2,14,8,6,39,31,39
X-Alpha 5,14,7,7,39,37,33
Energy Squash Club 2,14,7,7,37,32,38
Energy Squash Club 1,14,5,9,37,33,37
Yuen Long District Sports Association Limited,13,5,8,35,30,35
HKIS Div 13,14,5,9,32,28,42
i-Mask Advance Squash Club 5,14,5,9,31,26,44
Happy Squash 4,14,5,9,30,25,45
Kinetic 4,13,4,9,27,23,42
