Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M2A,14,12,2,50,38,18
Hong Kong Football Club M2B,13,11,2,48,37,15
Hong Kong Cricket Club M2A,14,7,7,33,26,30
Hong Kong Cricket Club M2B,14,5,9,31,26,30
Ladies Recreation Club M2A,13,4,9,28,24,28
Ladies Recreation Club M2B,14,2,12,13,13,43
