Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,14,13,1,71,58,12
RELAY 2,14,10,4,59,49,21
Squash-On,14,10,4,53,43,26
Squashathon MeGa,13,6,6,35,29,33
Fusion Squash Club 3,14,5,9,35,30,40
TNG 3,13,6,7,32,28,37
i-Mask Advance Squash Club 6,14,3,11,23,20,50
Serve - Ivors,14,1,12,9,14,52
