Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club L2,13,12,1,52,40,12
Hong Kong Football Club L2B,14,12,2,51,39,17
JESSICA L2,13,7,6,43,36,16
Hong Kong Football Club L2A,13,3,10,25,22,30
Hong Kong Cricket Club L2,14,3,11,15,12,44
Hong Kong Football Club L2C,13,3,10,12,11,41
