Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
JESSICA L4,12,11,1,43,32,4
Hong Kong Cricket Club L4,12,11,1,38,27,9
Hong Kong Football Club JSA,12,8,4,33,26,10
Hong Kong Football Club L4,12,4,8,18,14,22
JESSICA Smashin' Mochi,12,3,9,14,11,25
i-Mask Advance Squash Club L4,11,3,8,9,7,26
Electrify Squash Ladies,11,1,10,7,6,27
