Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M3,14,13,1,71,58,12
Hong Kong Football Club M3A,14,12,2,63,51,19
Royal Hong Kong Yacht Club M3,14,10,4,61,51,19
Old Squash Fellows,14,8,6,45,37,33
Hong Kong Football Club M3B,14,7,7,44,37,33
Hong Kong Cricket Club M3,14,3,11,20,17,53
Kowloon Cricket Club M3,14,2,12,17,15,55
Titlows Squash Team,14,1,13,15,14,56
