Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
X-Alpha 1,13,13,0,70,57,8
Kowloon Cricket Club 4,13,10,3,55,45,20
Hong Kong Football Club 4A,14,8,6,47,39,31
Hong Kong Football Club 4B,14,8,6,46,38,32
United Services Recreation Club 1,13,5,8,38,33,32
NEXUS 2,13,4,9,28,24,41
Hong Kong Cricket Club 3,13,4,9,26,22,43
Sha Tin 2,13,1,12,8,7,58
