Team,Played,Won,Lost,Points
Banbil,0,0,0,0
Bravo D10,0,0,0,0
Craigengower Cricket Club,0,0,0,0
RELAY 1,0,0,0,0
Sha Tin 4,0,0,0,0
The Hong Kong Jockey Club Div 10,0,0,0,0
United Services Recreation Club 3,0,0,0,0
