Team Name,Home,Average Home Score,Average Away Score,home_away_diff
United Services Recreation Club 2,United Services Recreation Club,3.857142857142857,2.75,1.1071428571428572
Kowloon Cricket Club 6A,Kowloon Cricket Club,3.25,2.4,0.8500000000000001
Kowloon Cricket Club 6B,Kowloon Cricket Club,4.4,3.75,0.6500000000000004
Friend Club 3,Cornwall Street Squash Centre,2.25,1.7142857142857142,0.5357142857142858
Hong Kong Cricket Club 4,Hong Kong Cricket Club,3.0,2.5,0.5
Global Squash 1,HK Squash Centre,2.2,1.8,0.40000000000000013
Hong Kong Football Club 6B,Hong Kong Football Club,2.2,2.0,0.20000000000000018
Social Squash Team,HK Squash Centre,1.2,1.0,0.19999999999999996
Hong Kong Football Club 6C,Hong Kong Football Club,2.0,2.6,-0.6000000000000001
Hong Kong Football Club 6A,Hong Kong Football Club,2.0,3.0,-1.0
