Team Name,Home,Average Home Score,Average Away Score,home_away_diff
RELAY 2,Sir Denys Roberts Squash Court,2.727272727272727,0.6363636363636364,2.090909090909091
United Services Recreation Club 4,United Services Recreation Club,2.1818181818181817,0.7272727272727273,1.4545454545454544
X-Alpha 6,Cornwall Street Squash Centre,2.727272727272727,1.2727272727272727,1.4545454545454544
The 8 Virtues,HK Squash Centre,2.4545454545454546,1.5454545454545454,0.9090909090909092
Squashathon 2,HK Squash Centre,2.6363636363636362,1.8181818181818181,0.8181818181818181
Sha Tin Squash Rackets Club 8,Cornwall Street Squash Centre,2.090909090909091,1.3636363636363635,0.7272727272727273
8 Virtues + 1,HK Squash Centre,2.272727272727273,1.7272727272727273,0.5454545454545456
Electrify Squash Div 19,HK Squash Centre,3.727272727272727,3.272727272727273,0.45454545454545414
SocGen Squash,HK Squash Centre,3.4545454545454546,3.3636363636363638,0.09090909090909083
TNG 3,Cornwall Street Squash Centre,3.4545454545454546,3.4545454545454546,0.0
Hong Kong Football Club 19,Hong Kong Football Club,3.1818181818181817,3.3636363636363638,-0.1818181818181821
Hong Kong International School D19,HK Squash Centre,3.0,3.5454545454545454,-0.5454545454545454
