Team Name,Home,Average Home Score,Average Away Score,home_away_diff
X-Alpha 3,Pei Ho Street Sports Centre,2.8,2.090909090909091,0.709090909090909
Hong Kong Racketlon Association 1,Cornwall Street Squash Centre,1.3636363636363635,0.7,0.6636363636363636
Happy Squash 2,Wai Tsuen Sports Centre,2.4,2.0,0.3999999999999999
Kowloon Cricket Club 7,Kowloon Cricket Club,3.1818181818181817,3.0,0.18181818181818166
i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,1.5454545454545454,1.4,0.1454545454545455
The Squash Club 1,Cornwall Street Squash Centre,2.4,2.272727272727273,0.12727272727272698
Fusion Squash Club 1,HK Squash Centre,1.1818181818181819,1.1,0.08181818181818179
Hong Kong Football Club 7A,Hong Kong Football Club,3.7,3.6363636363636362,0.06363636363636394
Hong Kong Football Club 7B,Hong Kong Football Club,3.909090909090909,3.9,0.00909090909090926
Physical Chess 1,Cornwall Street Squash Centre,4.0,4.2727272727272725,-0.2727272727272725
Twister 1,Cornwall Street Squash Centre,2.5,2.8181818181818183,-0.31818181818181834
Friend Club 2,Kwun Chung Sports Centre,1.7272727272727273,2.1,-0.3727272727272728
