Team Name,Home,Average Home Score,Average Away Score,home_away_diff
i-Mask Advance Squash Club 8,HK Squash Centre,2.7142857142857144,1.1666666666666667,1.5476190476190477
Happy Squash 3,Wai Tsuen Sports Centre,3.0,1.5714285714285714,1.4285714285714286
Friend Club 6,Cornwall Street Squash Centre,2.0,0.7142857142857143,1.2857142857142856
i-Mask Advance Squash Club 7,Cornwall Street Squash Centre,1.5,0.3333333333333333,1.1666666666666667
Smart Squash 2,Tai Po Sports Ground,3.0,2.0,1.0
Vitality Squash 2,HK Squash Centre,3.0,2.2857142857142856,0.7142857142857144
X-Alpha 4,Pei Ho Street Sports Centre,4.666666666666667,4.571428571428571,0.09523809523809579
Fusion Squash Club 2,HK Squash Centre,3.5714285714285716,3.6666666666666665,-0.0952380952380949
