Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 6B,70.0,90.0,100.0,100.0,85.71428571428571,89.14285714285714,45
Hong Kong Football Club 6A,77.77777777777779,75.0,50.0,75.0,66.66666666666666,68.88888888888889,39
Kowloon Cricket Club 6A,100.0,40.0,50.0,22.22222222222222,100.0,62.44444444444444,47
Hong Kong Football Club 6B,44.44444444444444,66.66666666666666,77.77777777777779,75.0,37.5,60.277777777777786,43
Uncles,60.0,70.0,50.0,50.0,70.0,60.0,50
Fusion Squash Club 1,62.5,37.5,50.0,80.0,33.33333333333333,52.666666666666664,30
Hong Kong Football Club 6C,66.66666666666666,33.33333333333333,55.55555555555556,55.55555555555556,42.857142857142854,50.79365079365079,43
Global Squash 1,33.33333333333333,77.77777777777779,66.66666666666666,22.22222222222222,44.44444444444444,48.88888888888889,45
Electrify Squash Div 6,28.57142857142857,50.0,37.5,42.857142857142854,66.66666666666666,45.11904761904761,36
Ladies Recreation Club Div 6,36.36363636363637,54.54545454545454,30.0,40.0,33.33333333333333,38.84848484848485,51
Hong Kong Cricket Club D6,20.0,11.11111111111111,11.11111111111111,62.5,37.5,28.444444444444446,44
X-Alpha 3,60.0,20.0,10.0,22.22222222222222,22.22222222222222,26.888888888888893,48
