Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Star River 1,Cornwall Street Squash Centre,4.0,2.75,1.25
CSD Squash Team,HK Squash Centre,1.8,0.8,1.0
Royal Hong Kong Yacht Club Div 12,Royal Hong Kong Yacht Club,4.0,3.5,0.5
Hong Kong Football Club 12A,Hong Kong Football Club,2.25,2.142857142857143,0.1071428571428572
Latecomers,HK Squash Centre,0.6,0.6666666666666666,-0.06666666666666665
Global Squash 2,Harbour Road Sports Centre,2.5,2.875,-0.375
Physical Chess 4,Harbour Road Sports Centre,2.857142857142857,3.6,-0.7428571428571429
Sha Tin 5,Cornwall Street Squash Centre,3.0,4.0,-1.0
Hong Kong Football Club 12B,Hong Kong Football Club,1.4,2.6666666666666665,-1.2666666666666666
Winter Warriors,HK Squash Centre,2.2,3.5,-1.2999999999999998
SKCSC Div 12,Cornwall Street Squash Centre,0.6,2.1666666666666665,-1.5666666666666664
