Team Name,Home,Average Home Score,Average Away Score,home_away_diff
The Zero Squash Club D11,Cornwall Street Squash Centre,5.0,3.5,1.5
Tuen Mun Squash Club,Cornwall Street Squash Centre,3.0,1.5,1.5
7NT,Cornwall Street Squash Centre,4.0,3.0,1.0
GMDBB,Cornwall Street Squash Centre,3.5,2.5,1.0
South China Athletic Association,HK Squash Centre,2.3333333333333335,2.0,0.3333333333333335
Sea Bear,Cornwall Street Squash Centre,2.5,2.5,0.0
ZOMA,Cornwall Street Squash Centre,1.0,1.0,0.0
i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,4.0,4.0,0.0
Electrify Squash Div 11,HK Squash Centre,3.1666666666666665,3.2,-0.03333333333333366
Invader Squash,Harbour Road Sports Centre,1.3333333333333333,1.6666666666666667,-0.3333333333333335
Alpha CUHK,Cornwall Street Squash Centre,2.0,4.0,-2.0
