Team Name,Home,Average Home Score,Average Away Score,home_away_diff
TNGX,Cornwall Street Squash Centre,4.25,3.0,1.25
Hong Kong Cricket Club D4A,Hong Kong Cricket Club,2.1666666666666665,1.0,1.1666666666666665
YLJR,Cornwall Street Squash Centre,4.0,3.0,1.0
Hong Kong Cricket Club D4B,Hong Kong Cricket Club,1.1666666666666667,0.3333333333333333,0.8333333333333335
Hong Kong Football Club 4A,Hong Kong Football Club,2.8333333333333335,2.0,0.8333333333333335
The Squash Club 1,Cornwall Street Squash Centre,2.0,1.3333333333333333,0.6666666666666667
Sha Tin 1,Cornwall Street Squash Centre,3.2,2.6666666666666665,0.5333333333333337
Hong Kong Football Club 4B,Hong Kong Football Club,2.0,2.142857142857143,-0.1428571428571428
Kowloon Cricket Club 4,Kowloon Cricket Club,3.142857142857143,3.5714285714285716,-0.4285714285714288
X-Alpha 2,Cornwall Street Squash Centre,3.0,4.2,-1.2000000000000002
