Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Hong Kong Cricket Club D7B,Hong Kong Cricket Club,2.857142857142857,1.25,1.6071428571428572
Physical Chess 2,Cornwall Street Squash Centre,4.333333333333333,3.5,0.833333333333333
Thunder 1,Cornwall Street Squash Centre,2.0,1.75,0.25
i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,3.5,3.25,0.25
Hong Kong Football Club 7A,Hong Kong Football Club,2.8,2.8333333333333335,-0.03333333333333366
Hong Kong Cricket Club D7A,Hong Kong Cricket Club,2.25,2.3333333333333335,-0.08333333333333348
Xavier,Cornwall Street Squash Centre,2.25,2.3333333333333335,-0.08333333333333348
Kinetic 1,HK Squash Centre,1.2,1.5,-0.30000000000000004
UST,Cornwall Street Squash Centre,2.6,3.0,-0.3999999999999999
Social Squash Team,HK Squash Centre,1.3333333333333333,1.8,-0.4666666666666668
Hong Kong Football Club 7B,Hong Kong Football Club,3.25,4.0,-0.75
