Team Name,Home,Average Home Score,Average Away Score,home_away_diff
SKCSC M4,Masters - Cornwall Street Squash Centre,4.714285714285714,2.1666666666666665,2.547619047619048
United Services Recreation Club M4,United Services Recreation Club,3.5714285714285716,1.8571428571428572,1.7142857142857144
Hong Kong Football Club M4B,Hong Kong Football Club,3.6,2.4285714285714284,1.1714285714285717
Bolton,Masters - Harbour Road Sports Centre,2.0,1.0,1.0
Royal Hong Kong Yacht Club M4,Royal Hong Kong Yacht Club,1.2222222222222223,0.25,0.9722222222222223
Hong Kong Club Blue,The Hong Kong Club,1.8571428571428572,1.0,0.8571428571428572
Kowloon Cricket Club M4,Kowloon Cricket Club,3.0,2.5714285714285716,0.4285714285714284
WAKO,Masters - Harbour Road Sports Centre,3.5,3.1666666666666665,0.3333333333333335
Hong Kong Football Club M4A,Hong Kong Football Club,3.3333333333333335,3.4,-0.06666666666666643
Hong Kong Cricket Club M4,Hong Kong Cricket Club,2.5,2.5714285714285716,-0.07142857142857162
