Team,Played,Won,Lost,Points
Star River 1,18,16,2,84
Royal Hong Kong Yacht Club Div 12,17,13,4,75
Physical Chess 4,17,12,5,70
Sha Tin 5,17,12,5,65
Winter Warriors,17,11,6,57
Global Squash 2,17,9,8,53
Hong Kong Football Club 12A,17,8,9,45
Hong Kong Football Club 12B,17,7,10,39
SKCSC Div 12,18,5,13,39
CSD Squash Team,18,1,17,19
Latecomers,17,1,16,14
