Team,Played,Won,Lost,Points
X-Alpha 1,19,18,1,94
Kowloon Cricket Club 3B,19,13,6,71
Happy Squash 1,19,12,7,69
NEXUS 1,19,10,9,60
Hong Kong Football Club 3A,19,9,10,55
United Services Recreation Club 1,19,6,13,39
Hong Kong Football Club 3B,19,4,15,35
Kowloon Cricket Club 3A,19,4,15,33
