Team,Played,Won,Lost,Points
Hong Kong Cricket Club D15,19,18,1,93
Squash Busters,19,15,4,76
United Services Recreation Club 4,19,10,9,67
Squashathon X,19,12,7,65
Royal Hong Kong Yacht Club Div 15,19,10,9,59
Sha Tin 6,19,7,12,45
North District Sports Association 3,19,4,15,36
HKIS Div 15,19,0,19,5
