Team,Played,Won,Lost,Points
JESSICA L3,15,12,3,53
Hong Kong Football Club L3B,15,10,5,45
Hong Kong Cricket Club L3,15,8,7,39
Hong Kong Football Club L3A,15,4,11,30
Hong Kong Football Club L3C,16,4,12,22
