Team,Played,Won,Lost,Points
The Squash Club 4,19,16,3,92
Royal Hong Kong Yacht Club Div 14,19,16,3,87
North District Sports Association 2,19,15,4,86
Physical Chess 5,19,12,7,72
8 Virtues + 1,19,11,8,62
TKO Junior 1,19,10,9,59
Hong Kong Football Club 14,19,9,10,49
RELAY 2,19,7,12,47
TNG 3,18,8,10,36
Ladies Recreation Club Div 14,18,4,14,32
Squash-On,19,4,15,30
Fusion Squash Club 4,19,1,18,11
