Team,Played,Won,Lost,Points
Kowloon Cricket Club M3,16,15,1,80
Hong Kong Football Club M3A,16,11,5,71
Hong Kong Cricket Club M3,16,10,6,60
Hong Kong Football Club M3B,16,11,5,57
Royal Hong Kong Yacht Club M3,16,6,10,39
OSF,17,2,15,18
Titlows Squash Master,17,2,15,17
