Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
United Services Recreation Club 1,v,NEXUS 1,United Services Recreation Club,19:00:00,"1-4(0-3,0-3,0-3,0-3,3-0)",1,14/10/2025
X-Alpha 1,v,Happy Squash 1,Cornwall Street Squash Centre,19:00:00,"2-3(2-3,0-3,3-0,3-0,CR)",1,14/10/2025
Hong Kong Football Club 3A,v,Hong Kong Football Club 3B,Hong Kong Football Club,19:00:00,"2-3(1-3,1-3,0-3,3-1,3-1)",1,14/10/2025
Kowloon Cricket Club 3A,v,Kowloon Cricket Club 3B,Kowloon Cricket Club,19:00:00,"1-4(3-1,2-3,2-3,2-3,2-3)",1,14/10/2025
NEXUS 1,v,X-Alpha 1,Cornwall Street Squash Centre,19:00:00,"1-4(2-3,3-1,0-3,2-3,0-3)",2,21/10/2025
Kowloon Cricket Club 3B,v,Happy Squash 1,Kowloon Cricket Club,19:00:00,"3-2(1-3,0-3,3-0,3-0,CR)",2,21/10/2025
Kowloon Cricket Club 3A,v,Hong Kong Football Club 3B,Kowloon Cricket Club,19:00:00,"5-0(3-0,3-2,3-0,3-2,3-0)",2,21/10/2025
United Services Recreation Club 1,v,Hong Kong Football Club 3A,United Services Recreation Club,19:00:00,"3-2(3-1,3-1,2-3,1-3,3-0)",2,21/10/2025
Hong Kong Football Club 3A,v,NEXUS 1,Hong Kong Football Club,19:00:00,"3-2(0-3,0-3,3-1,3-0,3-2)",3,28/10/2025
Kowloon Cricket Club 3A,v,United Services Recreation Club 1,Kowloon Cricket Club,19:00:00,"1-4(3-0,2-3,2-3,1-3,1-3)",3,28/10/2025
Happy Squash 1,v,Hong Kong Football Club 3B,Cornwall Street Squash Centre,19:00:00,"3-2(2-3,3-1,3-2,0-3,CR)",3,28/10/2025
X-Alpha 1,v,Kowloon Cricket Club 3B,Cornwall Street Squash Centre,19:00:00,"5-0(3-0,3-2,3-1,3-1,3-2)",3,28/10/2025
Kowloon Cricket Club 3B,v,NEXUS 1,Kowloon Cricket Club,19:00:00,"4-1(3-2,0-3,3-0,3-2,3-0)",4,04/11/2025
