Team Name,Home,Average Home Score,Average Away Score,Difference
Novice,Cornwall Street (CSPSC),2.8333333333333335,2.0,0.8333333333333335
Friend Club 8,Pei Ho Street (PHSSC),0.625,0.25,0.375
South Kwai Chung Squash Club 2,Harbour Road (HRSC),2.5,2.25,0.25
Citra Squash Team,Kwun Chung (KCSC),2.25,2.125,0.125
KYS 1,HK Squash Centre (HKSC),3.875,3.875,0.0
Dragonfly,Wai Tsuen (WTSC),3.142857142857143,3.2857142857142856,-0.1428571428571428
Head Shatin 6,Cornwall Street (CSPSC),3.0,3.3333333333333335,-0.3333333333333335
i-MASK Advance Squash Club 12,Cornwall Street (CSPSC),3.3333333333333335,3.8333333333333335,-0.5
Fung King 3,Wai Tsuen (WTSC),1.2857142857142858,2.0,-0.7142857142857142
