Team Name,Home,Average Home Score,Average Away Score,Difference
Hong Kong Cricket Club 5,Hong Kong Cricket Club (HKCC),2.6666666666666665,1.7777777777777777,0.8888888888888888
BOSS,Cornwall Street (CSPSC),2.5714285714285716,1.8571428571428572,0.7142857142857144
Hong Kong Football Club 11,Hong Kong Football Club (HKFC),3.888888888888889,3.5555555555555554,0.3333333333333335
PCCW,HK Squash Centre (HKSC),1.7142857142857142,1.4285714285714286,0.2857142857142856
i-MASK Advance Squash Club 8,Cornwall Street (CSPSC),2.2857142857142856,2.0,0.2857142857142856
Unique Squash 1,HK Squash Centre (HKSC),0.2857142857142857,0.14285714285714285,0.14285714285714285
Tuen Mun Squash Club 1,Yuen Long Jockey Club (YLJCSC),3.888888888888889,3.888888888888889,0.0
Kinetic 3,HK Squash Centre (HKSC),2.4285714285714284,2.5714285714285716,-0.14285714285714324
Twister 2,Cornwall Street (CSPSC),2.7142857142857144,3.0,-0.2857142857142856
Flash 1,Pei Ho Street (PHSSC),2.6666666666666665,3.111111111111111,-0.44444444444444464
