Team Name,Home,Average Home Score,Average Away Score,Difference
Everlast 1,HK Squash Centre (HKSC),3.6666666666666665,2.8333333333333335,0.833333333333333
HKU 2,Kwun Chung (KCSC),1.1,0.45454545454545453,0.6454545454545455
Spirit 2,HK Squash Centre (HKSC),3.0,2.4,0.6000000000000001
i-MASK Advance Squash Club 4,Cornwall Street (CSPSC),2.375,2.1,0.2749999999999999
Hong Kong Football Club 7,Hong Kong Football Club (HKFC),3.909090909090909,4.0,-0.09090909090909083
WSC NOSET,HK Squash Centre (HKSC),2.5,2.6666666666666665,-0.16666666666666652
Neptune,Cornwall Street (CSPSC),1.625,2.0,-0.375
GS 2,HK Squash Centre (HKSC),3.0,3.8,-0.7999999999999998
