Team Name,Home,Average Home Score,Average Away Score,Difference
Friend Club Master,Masters - Cornwall Street (CSPSC - M),4.5,3.3,1.2000000000000002
Hong Kong Football Club M2A,Hong Kong Football Club (HKFC),3.875,3.25,0.625
Hong Kong Football Club M2B,Hong Kong Football Club (HKFC),2.875,2.375,0.5
Hong Kong Cricket Club M2,Hong Kong Cricket Club (HKCC),2.3,1.9,0.3999999999999999
GLOMA,Masters - HK Squash Centre (HKSC - M),2.8,2.6,0.19999999999999973
Titlows Master,MTR Club House (MTRC),0.3,0.4,-0.10000000000000003
