Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Electrify Squash Div 18,50.0,62.5,71.42857142857143,100.0,100.0,76.78571428571429,35
Hong Kong Football Club 18,90.9090909090909,81.81818181818183,50.0,60.0,77.77777777777779,72.1010101010101,51
Sha Tin Squash Rackets Club 7,62.5,62.5,75.0,66.66666666666666,75.0,68.33333333333333,34
Ladies Recreation Club Div 18,50.0,60.0,50.0,80.0,60.0,60.0,45
Kowloon Cricket Club 18,25.0,57.14285714285714,50.0,75.0,66.66666666666666,54.76190476190476,37
Sky Fighter,62.5,37.5,85.71428571428571,50.0,33.33333333333333,53.80952380952381,30
North District Sports Association 3,60.0,70.0,33.33333333333333,28.57142857142857,25.0,43.38095238095237,40
Physical Chess 5,57.14285714285714,14.285714285714285,57.14285714285714,57.14285714285714,25.0,42.14285714285714,32
Hong Kong Cricket Club 8,55.55555555555556,12.5,28.57142857142857,33.33333333333333,33.33333333333333,32.65873015873016,33
Vitality Squash 3,33.33333333333333,20.0,0.0,0.0,0.0,10.666666666666666,20
Fusion Squash Club 3,0.0,20.0,0.0,25.0,0.0,9.0,23
Elite Team,0.0,16.666666666666664,0.0,0.0,0.0,3.333333333333333,25
