Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club 1,25.0,75.0,100.0,66.66666666666667,12
FWD,50.0,25.0,100.0,58.333333333333336,9
Hong Kong Cricket Club 1,50.0,25.0,33.33333333333333,36.11111111111111,11
Kowloon Cricket Club 1B,0.0,33.33333333333333,33.33333333333333,22.222222222222218,9
Kowloon Cricket Club 1A,0.0,33.33333333333333,0.0,11.111111111111109,9
