Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Global Squash 2,100.0,72.72727272727273,81.81818181818183,81.81818181818183,72.72727272727273,81.81818181818183,55
Kinetic 3,50.0,50.0,87.5,100.0,87.5,75.0,40
Sha Tin Squash Rackets Club 6,87.5,50.0,62.5,71.42857142857143,83.33333333333334,70.95238095238096,37
Star River 2,71.42857142857143,42.857142857142854,71.42857142857143,42.857142857142854,71.42857142857143,60.0,35
Airporterz,77.77777777777779,88.88888888888889,55.55555555555556,55.55555555555556,16.666666666666664,58.88888888888889,42
ZOMA,37.5,62.5,50.0,66.66666666666666,50.0,53.33333333333333,36
Winter Warriors,12.5,50.0,85.71428571428571,42.857142857142854,50.0,48.214285714285715,34
Hong Kong Football Club 16,27.27272727272727,45.45454545454545,72.72727272727273,22.22222222222222,50.0,43.535353535353536,50
SQUASHTASTIC 8,40.0,40.0,33.33333333333333,44.44444444444444,16.666666666666664,34.888888888888886,44
i-Mask Advance Squash Club 6,25.0,12.5,28.57142857142857,33.33333333333333,25.0,24.88095238095238,33
Latecomers,57.14285714285714,0.0,16.666666666666664,40.0,0.0,22.76190476190476,28
CSD Squash Team,71.42857142857143,0.0,16.666666666666664,0.0,0.0,17.61904761904762,27
