Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
SKCSC M4,16.666666666666657,83.33333333333334,41.66666666666667,66.66666666666667,50.0,51.66666666666667
United Services Recreation Club M4,7.142857142857139,57.14285714285714,7.142857142857139,60.71428571428571,75.0,41.428571428571416
Royal Hong Kong Yacht Club M4,22.22222222222222,33.33333333333333,22.22222222222222,11.11111111111111,33.33333333333333,24.444444444444443
Bolton,75.0,25.0,0.0,-25.0,25.0,20.0
Hong Kong Club Blue,16.666666666666664,-8.333333333333336,25.0,41.66666666666666,16.666666666666657,18.33333333333333
Hong Kong Football Club M4B,33.33333333333333,33.33333333333334,-16.666666666666686,0.0,16.666666666666664,13.333333333333329
WAKO,-66.66666666666667,-16.66666666666667,33.33333333333333,-16.666666666666686,50.0,-3.3333333333333286
Kowloon Cricket Club M4,-17.857142857142854,3.5714285714285694,-21.42857142857143,7.142857142857146,-3.5714285714285694,-6.428571428571431
Hong Kong Football Club M4A,-60.0,-20.0,-40.0,-6.666666666666657,13.333333333333343,-22.666666666666657
Hong Kong Cricket Club M4,-58.33333333333334,-41.66666666666666,-16.666666666666657,16.66666666666667,-25.0,-25.0
