Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
TNG 3,50.0,80.0,80.0,-80.0,60.0,38.0
Ladies Recreation Club Div 14,23.333333333333336,63.333333333333336,60.0,20.0,0.0,33.333333333333336
Squash-On,40.0,10.0,40.0,60.0,0.0,30.0
TKO Junior 1,26.666666666666657,-26.66666666666667,40.0,60.0,46.66666666666666,29.33333333333333
Physical Chess 5,50.0,-33.33333333333334,33.33333333333334,-16.666666666666657,33.33333333333334,13.333333333333343
Royal Hong Kong Yacht Club Div 14,0.0,0.0,20.0,20.0,25.0,13.0
The Squash Club 4,0.0,13.333333333333343,8.333333333333343,-16.66666666666667,46.66666666666666,10.333333333333336
Fusion Squash Club 4,20.0,0.0,20.0,0.0,0.0,8.0
RELAY 2,25.0,-33.333333333333336,33.33333333333333,0.0,-16.66666666666667,1.6666666666666643
8 Virtues + 1,9.523809523809518,-35.71428571428571,-28.57142857142857,66.66666666666667,-75.0,-12.619047619047613
Hong Kong Football Club 14,-33.33333333333333,16.666666666666664,-16.666666666666657,-83.33333333333334,-20.0,-27.33333333333333
North District Sports Association 2,-50.0,0.0,-33.33333333333333,-16.666666666666657,-50.0,-30.0
