Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,VenueType,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
i-Mask Advance Squash Club 2,TOMCAT,Cornwall Street Squash Centre,4,24/10/2025,4-1,"['3-2', '3-2', '3-2', '3-0', '2-3']",4,1,14,9,shared_home,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,TOMCAT
LONGVIEW,Kinetic 2,Harbour Road Sports Centre,4,24/10/2025,1-4,"['0-3', '3-2', '0-3', '1-3', '2-3']",1,4,6,14,neutral,Kinetic 2,LONGVIEW,Kinetic 2,Kinetic 2,Kinetic 2
TOMCAT,LONGVIEW,Kwun Chung Sports Centre,5,31/10/2025,4-1,"['3-1', '3-0', '3-0', '0-3', '3-0']",4,1,12,4,away,TOMCAT,TOMCAT,TOMCAT,LONGVIEW,TOMCAT
Squashathon Zero,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,5,31/10/2025,2-3,"['0-3', '0-3', '3-0', '0-3', '3-0']",2,3,6,9,shared_home,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,Squashathon Zero,i-Mask Advance Squash Club 2,Squashathon Zero
Physical Chess 3,Sha Tin 3,Cornwall Street Squash Centre,5,31/10/2025,1-4,"['1-3', '1-3', '1-3', '0-3', '3-0']",1,4,6,12,shared_home,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3,Physical Chess 3
i-Mask Advance Squash Club 2,Physical Chess 3,Cornwall Street Squash Centre,6,07/11/2025,4-1,"['1-3', '3-0', '3-1', '3-1', '3-1']",4,1,13,6,shared_home,Physical Chess 3,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2
LONGVIEW,Squashathon Zero,Harbour Road Sports Centre,6,07/11/2025,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15,neutral,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero
Kinetic 2,TOMCAT,Yuen Long Jockey Club Squash Courts,6,07/11/2025,2-3,"['0-3', '1-3', '0-3', '3-0', '3-0']",2,3,7,9,home,TOMCAT,TOMCAT,TOMCAT,Kinetic 2,Kinetic 2
Squashathon Zero,Kinetic 2,Cornwall Street Squash Centre,7,14/11/2025,4-1,"['3-0', '3-0', '3-0', '0-3', '3-0']",4,1,12,3,home,Squashathon Zero,Squashathon Zero,Squashathon Zero,Kinetic 2,Squashathon Zero
Physical Chess 3,LONGVIEW,Cornwall Street Squash Centre,7,14/11/2025,5-0,"['3-2', '3-1', '3-0', '3-0', '3-0']",5,0,15,3,home,Physical Chess 3,Physical Chess 3,Physical Chess 3,Physical Chess 3,Physical Chess 3
Sha Tin 3,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,7,14/11/2025,3-2,"['3-0', '0-3', '3-0', '3-2', '2-3']",3,2,11,8,shared_home,Sha Tin 3,i-Mask Advance Squash Club 2,Sha Tin 3,Sha Tin 3,i-Mask Advance Squash Club 2
Sha Tin 3,LONGVIEW,Cornwall Street Squash Centre,8,21/11/2025,5-0,"['3-0', '3-0', '3-0', '3-0', '3-2']",5,0,15,2,home,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3
Physical Chess 3,Kinetic 2,Cornwall Street Squash Centre,8,21/11/2025,4-1,"['3-2', '3-0', '0-3', '3-1', '3-1']",4,1,12,7,home,Physical Chess 3,Physical Chess 3,Kinetic 2,Physical Chess 3,Physical Chess 3
Squashathon Zero,TOMCAT,Cornwall Street Squash Centre,8,21/11/2025,3-2,"['2-3', '3-0', '2-3', '3-1', '3-0']",3,2,13,7,shared_home,TOMCAT,Squashathon Zero,TOMCAT,Squashathon Zero,Squashathon Zero
TOMCAT,Physical Chess 3,Cornwall Street Squash Centre,9,28/11/2025,1-4,"['3-0', '2-3', '0-3', '0-3', '0-3']",1,4,5,12,shared_home,TOMCAT,Physical Chess 3,Physical Chess 3,Physical Chess 3,Physical Chess 3
Kinetic 2,Sha Tin 3,Yuen Long Jockey Club Squash Courts,9,28/11/2025,2-3,"['0-3', '2-3', '2-3', '3-0', '3-1']",2,3,10,10,home,Sha Tin 3,Sha Tin 3,Sha Tin 3,Kinetic 2,Kinetic 2
LONGVIEW,i-Mask Advance Squash Club 2,Kwun Chung Sports Centre,9,28/11/2025,0-5,"['0-3', '0-3', '0-3', '0-3', '2-3']",0,5,2,15,home,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2
i-Mask Advance Squash Club 2,Kinetic 2,Cornwall Street Squash Centre,10,12/12/2025,4-1,"['3-0', '3-0', '3-0', '1-3', '3-0']",4,1,13,3,home,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,Kinetic 2,i-Mask Advance Squash Club 2
Sha Tin 3,TOMCAT,HK Squash Centre,10,12/12/2025,4-1,"['3-0', '3-1', '3-0', '3-0', '2-3']",4,1,14,4,neutral,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3,TOMCAT
Physical Chess 3,Squashathon Zero,Pei Ho Street Sports Centre,10,12/12/2025,1-4,"['2-3', '3-1', '0-3', '1-3', '2-3']",1,4,8,13,neutral,Squashathon Zero,Physical Chess 3,Squashathon Zero,Squashathon Zero,Squashathon Zero
Squashathon Zero,Sha Tin 3,Cornwall Street Squash Centre,11,19/12/2025,1-4,"['0-3', '0-3', '1-3', '3-0', '0-3']",1,4,4,12,shared_home,Sha Tin 3,Sha Tin 3,Sha Tin 3,Squashathon Zero,Sha Tin 3
TOMCAT,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,11,19/12/2025,1-4,"['3-1', '1-3', '1-3', '0-3', 'CR']",1,4,5,13,shared_home,TOMCAT,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,
Kinetic 2,LONGVIEW,Yuen Long Jockey Club Squash Courts,11,19/12/2025,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0,home,,,,,
LONGVIEW,TOMCAT,Kwun Chung Sports Centre,12,09/01/2026,1-4,"['1-3', '1-3', '1-3', '0-3', '3-0']",1,4,6,12,home,TOMCAT,TOMCAT,TOMCAT,TOMCAT,LONGVIEW
i-Mask Advance Squash Club 2,Squashathon Zero,HK Squash Centre,12,09/01/2026,3-2,"['3-1', '3-1', '1-3', '3-1', '0-3']",3,2,10,9,neutral,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,Squashathon Zero,i-Mask Advance Squash Club 2,Squashathon Zero
Sha Tin 3,Physical Chess 3,HK Squash Centre,12,09/01/2026,4-1,"['3-1', '2-3', '3-0', '3-2', '3-0']",4,1,14,6,neutral,Sha Tin 3,Physical Chess 3,Sha Tin 3,Sha Tin 3,Sha Tin 3
Physical Chess 3,i-Mask Advance Squash Club 2,HK Squash Centre,13,16/01/2026,2-3,"['3-2', '0-3', '1-3', '1-3', '3-0']",2,3,8,11,neutral,Physical Chess 3,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,Physical Chess 3
Squashathon Zero,LONGVIEW,Cornwall Street Squash Centre,13,16/01/2026,5-0,"['3-1', '3-0', '3-0', '3-0', 'CR']",5,0,15,1,home,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero,
TOMCAT,Kinetic 2,Cornwall Street Squash Centre,13,16/01/2026,4-1,"['3-0', '3-1', '2-3', '3-0', 'CR']",4,1,14,4,home,TOMCAT,TOMCAT,Kinetic 2,TOMCAT,
Kinetic 2,Squashathon Zero,Yuen Long Jockey Club Squash Courts,14,23/01/2026,0-5,"['1-3', '0-3', '0-3', '1-3', '1-3']",0,5,3,15,home,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero
LONGVIEW,Physical Chess 3,Kwun Chung Sports Centre,14,23/01/2026,1-4,"['3-1', '0-3', '1-3', '1-3', '1-3']",1,4,6,13,home,LONGVIEW,Physical Chess 3,Physical Chess 3,Physical Chess 3,Physical Chess 3
i-Mask Advance Squash Club 2,Sha Tin 3,Cornwall Street Squash Centre,14,23/01/2026,2-3,"['0-3', '3-0', '2-3', '3-1', '0-3']",2,3,8,10,shared_home,Sha Tin 3,i-Mask Advance Squash Club 2,Sha Tin 3,i-Mask Advance Squash Club 2,Sha Tin 3
LONGVIEW,Sha Tin 3,Kwun Chung Sports Centre,15,30/01/2026,1-4,"['0-3', '0-3', '0-3', '3-1', '1-3']",1,4,4,13,home,Sha Tin 3,Sha Tin 3,Sha Tin 3,LONGVIEW,Sha Tin 3
Kinetic 2,Physical Chess 3,Yuen Long Jockey Club Squash Courts,15,30/01/2026,4-1,"['1-3', '3-0', '3-0', 'CR', 'CR']",4,1,13,3,home,Physical Chess 3,Kinetic 2,Kinetic 2,,
TOMCAT,Squashathon Zero,Cornwall Street Squash Centre,15,30/01/2026,1-4,"['3-0', '1-3', '2-3', '0-3', '0-3']",1,4,6,12,shared_home,TOMCAT,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero
Physical Chess 3,TOMCAT,Cornwall Street Squash Centre,16,06/02/2026,4-1,"['3-2', '3-1', '0-3', '3-0', 'CR']",4,1,12,6,shared_home,Physical Chess 3,Physical Chess 3,TOMCAT,Physical Chess 3,
Sha Tin 3,Kinetic 2,Cornwall Street Squash Centre,16,06/02/2026,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0,home,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3
i-Mask Advance Squash Club 2,LONGVIEW,Cornwall Street Squash Centre,16,06/02/2026,4-1,"['3-0', '3-0', '3-0', '3-0', '1-3']",4,1,13,3,home,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,LONGVIEW
Kinetic 2,i-Mask Advance Squash Club 2,Tai Kiu Market Squash Courts,17,13/02/2026,0-5,"['0-3', '0-3', '2-3', '0-3', '0-3']",0,5,2,15,neutral,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2,i-Mask Advance Squash Club 2
TOMCAT,Sha Tin 3,Cornwall Street Squash Centre,17,13/02/2026,0-5,"['0-3', '0-3', '0-3', 'WO', 'CR']",0,5,0,15,shared_home,Sha Tin 3,Sha Tin 3,Sha Tin 3,,
Squashathon Zero,Physical Chess 3,Cornwall Street Squash Centre,17,13/02/2026,2-3,"['0-3', '3-0', '3-0', '1-3', '2-3']",2,3,9,9,shared_home,Physical Chess 3,Squashathon Zero,Squashathon Zero,Physical Chess 3,Physical Chess 3
