Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Cricket Club Rockers,Star River 1,Hong Kong Cricket Club,1,05/10/2021,3-2,"['1-3', '3-2', '3-0', '3-2', '0-3']",3,2,10,10
Perrier Sergio Tacchini KCC 8,Physical Chess 3,Kowloon Cricket Club,1,05/10/2021,1-4,"['1-3', '3-2', '1-3', '1-3', '0-3']",1,4,6,14
North District Sports Association 1,ZOMA,Cornwall Street Squash Centre,1,05/10/2021,2-3,"['3-0', '3-0', '2-3', '1-3', '0-3']",2,3,9,9
Star River 1,Physical Chess 3,Cornwall Street Squash Centre,2,19/10/2021,4-1,"['3-2', '1-3', '3-1', '3-0', '3-2']",4,1,13,8
Hong Kong Cricket Club Rockers,ZOMA,Hong Kong Cricket Club,2,19/10/2021,2-3,"['3-1', '3-0', '0-3', '0-3', '2-3']",2,3,8,10
Perrier Sergio Tacchini KCC 8,Greenfield,Kowloon Cricket Club,2,19/10/2021,2-3,"['3-2', '3-2', '0-3', '0-3', '0-3']",2,3,6,13
Perrier Sergio Tacchini KCC 8,North District Sports Association 1,Kowloon Cricket Club,3,26/10/2021,3-2,"['3-0', '3-0', '3-0', '1-3', '0-3']",3,2,10,6
Hong Kong Cricket Club Rockers,Greenfield,Hong Kong Cricket Club,3,26/10/2021,1-4,"['2-3', '0-3', '1-3', '2-3', '3-1']",1,4,8,13
ZOMA,Star River 1,Cornwall Street Squash Centre,3,26/10/2021,1-4,"['0-3', '0-3', '3-1', '2-3', '1-3']",1,4,6,13
Physical Chess 3,ZOMA,Cornwall Street Squash Centre,4,02/11/2021,3-2,"['3-2', '3-1', '3-1', '0-3', 'CR']",3,2,12,7
Star River 1,Greenfield,Cornwall Street Squash Centre,4,02/11/2021,2-3,"['0-3', '3-2', '0-3', '1-3', '3-1']",2,3,7,12
Hong Kong Cricket Club Rockers,North District Sports Association 1,Hong Kong Cricket Club,4,02/11/2021,4-1,"['3-2', '3-2', '1-3', '3-1', '3-0']",4,1,13,8
Perrier Sergio Tacchini KCC 8,Hong Kong Cricket Club Rockers,Kowloon Cricket Club,5,09/11/2021,4-1,"['3-2', '3-1', '3-0', '3-0', '0-3']",4,1,12,6
North District Sports Association 1,Star River 1,Cornwall Street Squash Centre,5,09/11/2021,1-4,"['1-3', '0-3', '0-3', '3-1', '0-3']",1,4,4,13
Greenfield,Physical Chess 3,Cornwall Street Squash Centre,5,09/11/2021,4-1,"['3-2', '1-3', '3-2', '3-0', '3-0']",4,1,13,7
ZOMA,Greenfield,Cornwall Street Squash Centre,6,16/11/2021,0-5,"['0-3', '2-3', '0-3', '2-3', '2-3']",0,5,6,15
Physical Chess 3,North District Sports Association 1,Cornwall Street Squash Centre,6,16/11/2021,2-3,"['1-3', '3-0', '3-1', '2-3', '1-3']",2,3,10,10
Perrier Sergio Tacchini KCC 8,Star River 1,Kowloon Cricket Club,6,16/11/2021,3-2,"['2-3', '3-1', '3-0', '3-1', '0-3']",3,2,11,8
Star River 1,Hong Kong Cricket Club Rockers,Cornwall Street Squash Centre,7,23/11/2021,4-1,"['3-1', '3-0', '1-3', '3-0', '3-1']",4,1,13,5
Physical Chess 3,Perrier Sergio Tacchini KCC 8,Cornwall Street Squash Centre,7,23/11/2021,1-4,"['1-3', '3-2', '0-3', '1-3', '0-3']",1,4,5,14
ZOMA,North District Sports Association 1,Cornwall Street Squash Centre,7,23/11/2021,1-4,"['0-3', '1-3', '3-2', '2-3', '0-3']",1,4,6,14
North District Sports Association 1,Greenfield,Cornwall Street Squash Centre,8,30/11/2021,1-4,"['1-3', '0-3', '1-3', '1-3', '3-1']",1,4,6,13
ZOMA,Perrier Sergio Tacchini KCC 8,Cornwall Street Squash Centre,8,30/11/2021,2-3,"['3-0', '1-3', '0-3', '0-3', '3-1']",2,3,7,10
Physical Chess 3,Hong Kong Cricket Club Rockers,Cornwall Street Squash Centre,8,30/11/2021,3-2,"['1-3', '3-0', '3-0', '3-2', '0-3']",3,2,10,8
Physical Chess 3,Star River 1,Cornwall Street Squash Centre,9,07/12/2021,3-2,"['3-2', '0-3', '3-0', '3-2', 'CR']",3,2,12,7
ZOMA,Hong Kong Cricket Club Rockers,Cornwall Street Squash Centre,9,07/12/2021,4-1,"['3-0', '3-1', '3-0', '3-0', '1-3']",4,1,13,4
Greenfield,Perrier Sergio Tacchini KCC 8,Cornwall Street Squash Centre,9,07/12/2021,3-2,"['3-1', '3-1', '1-3', '0-3', '3-1']",3,2,10,9
North District Sports Association 1,Perrier Sergio Tacchini KCC 8,Cornwall Street Squash Centre,10,14/12/2021,3-2,"['2-3', '0-3', '3-1', '3-0', '3-0']",3,2,11,7
Hong Kong Cricket Club Rockers,Greenfield,Hong Kong Cricket Club,10,14/12/2021,0-5,"['0-3', '1-3', '0-3', '0-3', '1-3']",0,5,2,15
Star River 1,ZOMA,Cornwall Street Squash Centre,10,14/12/2021,4-1,"['3-1', '3-1', '3-1', '0-3', '3-2']",4,1,12,8
ZOMA,Physical Chess 3,Cornwall Street Squash Centre,11,04/01/2022,1-4,"['0-3', '1-3', '1-3', '1-3', '3-2']",1,4,6,14
Greenfield,Star River 1,Cornwall Street Squash Centre,11,04/01/2022,3-2,"['3-2', '1-3', '3-0', '3-0', '2-3']",3,2,12,8
North District Sports Association 1,Hong Kong Cricket Club Rockers,Cornwall Street Squash Centre,11,04/01/2022,5-0,"['3-0', '3-0', '3-0', '3-1', '3-0']",5,0,15,1
