Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
i-Mask Advance Squash Club 8,Fusion Squash Club 5,Cornwall Street Squash Centre,1,16/10/2021,5-0,"['3-2', '3-0', '3-1', '3-2', '3-0']",5,0,15,5
Sha Tin Squash Rackets Club 7,Vitality Squash 3,Cornwall Street Squash Centre,1,16/10/2021,3-2,"['0-3', '3-2', '3-1', '0-3', '3-1']",3,2,9,10
Happy Squash 3,United Services Recreation Club 5,Cornwall Street Squash Centre,1,16/10/2021,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
TNG 5,Perrier Sergio Tacchini KCC 9,Cornwall Street Squash Centre,1,16/10/2021,3-2,"['3-0', '0-3', '0-3', '3-1', '3-0']",3,2,9,7
Perrier Sergio Tacchini KCC 9,Fusion Squash Club 5,Kowloon Cricket Club,2,23/10/2021,3-2,"['0-3', '1-3', '3-0', '3-0', '3-0']",3,2,10,6
United Services Recreation Club 5,TNG 5,United Services Recreation Club,2,23/10/2021,0-5,"['0-3', '0-3', '0-3', '2-3', '2-3']",0,5,4,15
Sha Tin Squash Rackets Club 7,Happy Squash 3,Cornwall Street Squash Centre,2,23/10/2021,2-3,"['2-3', '3-0', '0-3', '0-3', '3-0']",2,3,8,9
Vitality Squash 3,i-Mask Advance Squash Club 8,HK Squash Centre,2,23/10/2021,2-3,"['3-0', '0-3', '3-2', '0-3', '0-3']",2,3,6,11
United Services Recreation Club 5,Vitality Squash 3,United Services Recreation Club,3,30/10/2021,2-3,"['0-3', '0-3', '0-3', '3-0', '3-1']",2,3,6,10
Fusion Squash Club 5,Vitality Squash 3,HK Squash Centre,4,20/11/2021,1-4,"['3-0', '1-3', '0-3', '0-3', '0-3']",1,4,4,12
Happy Squash 3,i-Mask Advance Squash Club 8,Cornwall Street Squash Centre,4,20/11/2021,4-1,"['3-0', '3-0', '3-0', '3-0', '1-3']",4,1,13,3
TNG 5,Sha Tin Squash Rackets Club 7,Cornwall Street Squash Centre,4,20/11/2021,3-2,"['3-1', '3-0', '0-3', '3-0', '1-3']",3,2,10,7
Perrier Sergio Tacchini KCC 9,United Services Recreation Club 5,Kowloon Cricket Club,4,20/11/2021,4-1,"['3-1', '3-0', '3-0', '2-3', '3-0']",4,1,14,4
United Services Recreation Club 5,Fusion Squash Club 5,United Services Recreation Club,5,27/11/2021,2-3,"['3-1', '0-3', '1-3', '3-0', '0-3']",2,3,7,10
Perrier Sergio Tacchini KCC 9,Sha Tin Squash Rackets Club 7,Kowloon Cricket Club,5,27/11/2021,1-4,"['0-3', '0-3', '3-0', '0-3', '0-3']",1,4,3,12
i-Mask Advance Squash Club 8,TNG 5,Cornwall Street Squash Centre,5,27/11/2021,2-3,"['0-3', '0-3', '3-2', '3-1', 'CR']",2,3,6,12
Vitality Squash 3,Happy Squash 3,HK Squash Centre,5,27/11/2021,3-2,"['3-0', '2-3', '2-3', '3-1', '3-0']",3,2,13,7
Fusion Squash Club 5,Happy Squash 3,HK Squash Centre,6,04/12/2021,5-0,"['3-0', '3-0', '3-1', '3-1', '3-0']",5,0,15,2
TNG 5,Vitality Squash 3,Cornwall Street Squash Centre,6,04/12/2021,1-4,"['0-3', '0-3', '3-0', '0-3', '1-3']",1,4,4,12
Perrier Sergio Tacchini KCC 9,i-Mask Advance Squash Club 8,Kowloon Cricket Club,6,04/12/2021,0-5,"['WO', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
United Services Recreation Club 5,Sha Tin Squash Rackets Club 7,United Services Recreation Club,6,04/12/2021,1-4,"['0-3', '0-3', '0-3', '3-1', '0-3']",1,4,3,13
Sha Tin Squash Rackets Club 7,Fusion Squash Club 5,Cornwall Street Squash Centre,7,11/12/2021,4-1,"['3-1', '3-0', '3-0', '2-3', 'CR']",4,1,14,4
i-Mask Advance Squash Club 8,United Services Recreation Club 5,Cornwall Street Squash Centre,7,11/12/2021,3-2,"['0-3', '0-3', '3-2', '3-1', '3-1']",3,2,9,10
Vitality Squash 3,Perrier Sergio Tacchini KCC 9,HK Squash Centre,7,11/12/2021,4-1,"['3-0', '3-2', '1-3', '3-1', '3-0']",4,1,13,6
Happy Squash 3,TNG 5,Cornwall Street Squash Centre,7,11/12/2021,1-4,"['0-3', '2-3', '1-3', '0-3', '3-0']",1,4,6,12
Fusion Squash Club 5,TNG 5,HK Squash Centre,8,18/12/2021,4-1,"['3-0', '3-1', '3-0', '0-3', 'CR']",4,1,12,4
Happy Squash 3,Perrier Sergio Tacchini KCC 9,Cornwall Street Squash Centre,8,18/12/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Vitality Squash 3,United Services Recreation Club 5,HK Squash Centre,8,18/12/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
i-Mask Advance Squash Club 8,Sha Tin Squash Rackets Club 7,Cornwall Street Squash Centre,8,18/12/2021,3-2,"['0-3', '0-3', '3-0', '3-0', '3-0']",3,2,9,6
