Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
TSC - Asymmetry,Perrier Sergio Tacchini KCC 6,Cornwall Street Squash Centre,1,04/10/2021,1-4,"['0-3', '3-0', '0-3', '0-3', '2-3']",1,4,5,12
Friend Club 4,Hong Kong Cricket Club 3,Cornwall Street Squash Centre,1,04/10/2021,0-5,"['2-3', '0-3', '0-3', '2-3', '0-3']",0,5,4,15
Global Squash 1,Sha Tin Squash Rackets Club 2,Harbour Road Sports Centre,1,04/10/2021,2-3,"['1-3', '3-0', '0-3', '1-3', '3-1']",2,3,8,10
Hong Kong Football Club 8A,Hong Kong Football Club 8B,Hong Kong Football Club,1,04/10/2021,5-0,"['3-0', '3-1', '3-0', '3-0', '3-0']",5,0,15,1
Global Squash 1,Hong Kong Football Club 8A,Harbour Road Sports Centre,2,11/10/2021,3-2,"['0-3', '3-1', '3-2', '3-0', '1-3']",3,2,10,9
Sha Tin Squash Rackets Club 2,Friend Club 4,Cornwall Street Squash Centre,2,11/10/2021,3-2,"['1-3', '3-0', '3-0', '3-0', '1-3']",3,2,11,6
Hong Kong Cricket Club 3,TSC - Asymmetry,Hong Kong Cricket Club,2,11/10/2021,4-1,"['3-0', '3-1', '3-0', '3-0', '0-3']",4,1,12,4
Hong Kong Football Club 8B,Perrier Sergio Tacchini KCC 6,Hong Kong Football Club,2,11/10/2021,0-5,"['1-3', '0-3', '1-3', '0-3', '0-3']",0,5,2,15
Perrier Sergio Tacchini KCC 6,Hong Kong Cricket Club 3,Kowloon Cricket Club,3,18/10/2021,3-2,"['3-0', '0-3', '3-1', '0-3', '3-2']",3,2,9,9
TSC - Asymmetry,Sha Tin Squash Rackets Club 2,Cornwall Street Squash Centre,3,18/10/2021,2-3,"['3-0', '3-2', '0-3', '0-3', '0-3']",2,3,6,11
Hong Kong Football Club 8A,Friend Club 4,Hong Kong Football Club,3,18/10/2021,3-2,"['1-3', '3-0', '3-2', '1-3', '3-0']",3,2,11,8
Global Squash 1,Hong Kong Football Club 8B,Harbour Road Sports Centre,3,18/10/2021,4-1,"['3-1', '3-2', '3-0', '1-3', 'CR']",4,1,13,6
Global Squash 1,Friend Club 4,Harbour Road Sports Centre,4,25/10/2021,5-0,"['3-1', '3-0', '3-2', '3-0', '3-1']",5,0,15,4
TSC - Asymmetry,Hong Kong Football Club 8A,Cornwall Street Squash Centre,4,25/10/2021,2-3,"['3-1', '3-1', '1-3', '1-3', '0-3']",2,3,8,11
Sha Tin Squash Rackets Club 2,Perrier Sergio Tacchini KCC 6,Cornwall Street Squash Centre,4,25/10/2021,2-3,"['1-3', '2-3', '3-0', '1-3', '3-0']",2,3,10,9
Hong Kong Football Club 8B,Hong Kong Cricket Club 3,Hong Kong Football Club,4,25/10/2021,2-3,"['3-0', '1-3', '1-3', '3-2', '1-3']",2,3,9,11
Hong Kong Cricket Club 3,Sha Tin Squash Rackets Club 2,Hong Kong Cricket Club,5,01/11/2021,4-1,"['3-0', '1-3', '3-1', '3-1', '3-0']",4,1,13,5
Perrier Sergio Tacchini KCC 6,Hong Kong Football Club 8A,Kowloon Cricket Club,5,01/11/2021,5-0,"['3-0', '3-1', '3-1', '3-0', '3-1']",5,0,15,3
TSC - Asymmetry,Global Squash 1,Cornwall Street Squash Centre,5,01/11/2021,2-3,"['3-2', '1-3', '1-3', '0-3', '3-1']",2,3,8,12
Friend Club 4,Hong Kong Football Club 8B,Cornwall Street Squash Centre,5,01/11/2021,1-4,"['3-0', '1-3', '1-3', '2-3', '0-3']",1,4,7,12
Friend Club 4,TSC - Asymmetry,Cornwall Street Squash Centre,6,08/11/2021,0-5,"['0-3', '0-3', '0-3', '0-3', '2-3']",0,5,2,15
Global Squash 1,Perrier Sergio Tacchini KCC 6,Harbour Road Sports Centre,6,08/11/2021,3-2,"['3-0', '3-0', '2-3', '3-0', '0-3']",3,2,11,6
Hong Kong Football Club 8A,Hong Kong Cricket Club 3,Hong Kong Football Club,6,08/11/2021,0-5,"['1-3', '0-3', '1-3', '0-3', '2-3']",0,5,4,15
Sha Tin Squash Rackets Club 2,Hong Kong Football Club 8B,Cornwall Street Squash Centre,6,08/11/2021,4-1,"['3-1', '3-1', '3-0', '3-0', '0-3']",4,1,12,5
Sha Tin Squash Rackets Club 2,Hong Kong Football Club 8A,Cornwall Street Squash Centre,7,15/11/2021,3-2,"['3-2', '3-0', '3-0', '0-3', '1-3']",3,2,10,8
Hong Kong Cricket Club 3,Global Squash 1,Hong Kong Cricket Club,7,15/11/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-1']",5,0,15,1
Perrier Sergio Tacchini KCC 6,Friend Club 4,Kowloon Cricket Club,7,15/11/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
TSC - Asymmetry,Hong Kong Football Club 8B,Cornwall Street Squash Centre,7,15/11/2021,1-4,"['3-0', '0-3', '2-3', '0-3', '0-3']",1,4,5,12
Perrier Sergio Tacchini KCC 6,TSC - Asymmetry,Kowloon Cricket Club,8,22/11/2021,4-1,"['3-0', '3-0', '3-0', '3-0', '2-3']",4,1,14,3
Hong Kong Cricket Club 3,Friend Club 4,Hong Kong Cricket Club,8,22/11/2021,5-0,"['3-1', '3-0', '3-0', '3-1', '3-0']",5,0,15,2
Sha Tin Squash Rackets Club 2,Global Squash 1,Cornwall Street Squash Centre,8,22/11/2021,4-1,"['1-3', '3-1', '3-2', '3-0', '3-1']",4,1,13,7
