Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Banbil,Hong Kong Football Club 13,HK Squash Centre,1,06/10/2021,2-3,"['3-0', '2-3', '3-0', '1-3', '0-3']",2,3,9,9
Centre Squash,Alpha CUHK,HK Squash Centre,1,06/10/2021,3-2,"['3-2', '3-1', '0-3', '0-3', '3-0']",3,2,9,9
VISIONS,Kinetic 2,HK Squash Centre,1,06/10/2021,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
Vicci's Balls,VISIONS,HK Squash Centre,2,13/10/2021,2-3,"['3-0', '1-3', '2-3', '0-3', '3-0']",2,3,9,9
Kinetic 2,Centre Squash,HK Squash Centre,2,13/10/2021,1-4,"['0-3', '1-3', '2-3', '3-1', '2-3']",1,4,8,13
Alpha CUHK,Banbil,Cornwall Street Squash Centre,2,13/10/2021,1-4,"['3-1', '0-3', '0-3', '2-3', '0-3']",1,4,5,13
Hong Kong Football Club 13,Alpha CUHK,Hong Kong Football Club,3,20/10/2021,3-2,"['0-3', '3-2', '3-1', '2-3', '3-1']",3,2,11,10
Banbil,Kinetic 2,HK Squash Centre,3,20/10/2021,3-2,"['3-1', '3-2', '3-1', '0-3', '2-3']",3,2,11,10
Centre Squash,Vicci's Balls,HK Squash Centre,3,20/10/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
VISIONS,Centre Squash,HK Squash Centre,4,27/10/2021,1-4,"['1-3', '1-3', '3-1', '2-3', '0-3']",1,4,7,13
Vicci's Balls,Banbil,HK Squash Centre,4,27/10/2021,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
Kinetic 2,Hong Kong Football Club 13,HK Squash Centre,4,27/10/2021,4-1,"['3-0', '3-1', '3-0', '3-0', '0-3']",4,1,12,4
Alpha CUHK,Kinetic 2,Cornwall Street Squash Centre,5,03/11/2021,3-2,"['3-0', '3-1', '0-3', '3-0', '1-3']",3,2,10,7
Hong Kong Football Club 13,Vicci's Balls,Hong Kong Football Club,5,03/11/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Banbil,VISIONS,HK Squash Centre,5,03/11/2021,4-1,"['3-0', '3-0', '0-3', '3-0', '3-0']",4,1,12,3
Centre Squash,Banbil,HK Squash Centre,6,10/11/2021,1-4,"['3-2', '2-3', '0-3', '2-3', '0-3']",1,4,7,14
VISIONS,Hong Kong Football Club 13,HK Squash Centre,6,10/11/2021,0-5,"['0-3', '2-3', '0-3', '0-3', '0-3']",0,5,2,15
Vicci's Balls,Alpha CUHK,HK Squash Centre,6,10/11/2021,1-4,"['0-3', '3-2', '0-3', '0-3', '0-3']",1,4,3,14
Kinetic 2,Vicci's Balls,HK Squash Centre,7,17/11/2021,4-1,"['1-3', '3-0', '3-1', '3-1', '3-0']",4,1,13,5
Alpha CUHK,VISIONS,Cornwall Street Squash Centre,7,17/11/2021,4-1,"['1-3', '3-2', '3-0', '3-2', '3-1']",4,1,13,8
Hong Kong Football Club 13,Centre Squash,Hong Kong Football Club,7,17/11/2021,3-2,"['0-3', '3-1', '2-3', '3-0', '3-0']",3,2,11,7
Hong Kong Football Club 13,Banbil,Hong Kong Football Club,8,24/11/2021,0-5,"['0-3', '2-3', '0-3', '2-3', '2-3']",0,5,6,15
Alpha CUHK,Centre Squash,Cornwall Street Squash Centre,8,24/11/2021,1-4,"['3-1', '1-3', '0-3', '0-3', '0-3']",1,4,4,13
Kinetic 2,VISIONS,HK Squash Centre,8,24/11/2021,5-0,"['3-0', '3-1', '3-0', '3-0', '3-0']",5,0,15,1
VISIONS,Vicci's Balls,HK Squash Centre,9,01/12/2021,2-3,"['2-3', '3-0', '0-3', '3-0', '0-3']",2,3,8,9
Centre Squash,Kinetic 2,HK Squash Centre,9,01/12/2021,4-1,"['3-2', '3-1', '3-1', '3-0', '2-3']",4,1,14,7
Banbil,Alpha CUHK,HK Squash Centre,9,01/12/2021,3-2,"['1-3', '3-1', '3-2', '3-2', '1-3']",3,2,11,11
Alpha CUHK,Hong Kong Football Club 13,Cornwall Street Squash Centre,10,08/12/2021,2-3,"['3-1', '0-3', '3-2', '0-3', '0-3']",2,3,6,12
Kinetic 2,Banbil,HK Squash Centre,10,08/12/2021,2-3,"['1-3', '1-3', '2-3', '3-1', '3-0']",2,3,10,10
Vicci's Balls,Centre Squash,HK Squash Centre,10,08/12/2021,0-5,"['0-3', '1-3', '0-3', '0-3', '0-3']",0,5,1,15
Centre Squash,VISIONS,HK Squash Centre,11,15/12/2021,5-0,"['3-0', '3-0', '3-1', '3-0', '3-0']",5,0,15,1
Banbil,Vicci's Balls,HK Squash Centre,11,15/12/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Hong Kong Football Club 13,Kinetic 2,Hong Kong Football Club,11,15/12/2021,4-1,"['0-3', '3-0', '3-2', '3-0', '3-1']",4,1,12,6
Alpha CUHK,Kinetic 2,Cornwall Street Squash Centre,12,05/01/2022,1-4,"['3-2', '0-3', '1-3', '0-3', '0-3']",1,4,4,14
Vicci's Balls,Hong Kong Football Club 13,HK Squash Centre,12,05/01/2022,0-5,"['1-3', '1-3', '0-3', '0-3', '0-3']",0,5,2,15
VISIONS,Banbil,HK Squash Centre,12,05/01/2022,1-4,"['0-3', '0-3', '0-3', '1-3', '3-0']",1,4,4,12
