Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Squashathon,Hong Kong Cricket Club 2,Cornwall Street Squash Centre,1,06/10/2021,1-4,"['1-3', '0-3', '3-2', '1-3', '2-3']",1,4,7,14
i-Mask Advance Squash Club 1,Howards Folly Wine LRC Div 6,Cornwall Street Squash Centre,1,06/10/2021,4-1,"['3-0', '2-3', '3-1', '3-1', '3-0']",4,1,14,5
Hong Kong Football Club 6A,Hong Kong Football Club 6B,Hong Kong Football Club,1,06/10/2021,5-0,"['3-1', '3-1', '3-1', '3-0', '3-1']",5,0,15,4
i-Mask Advance Squash Club 1,Hong Kong Football Club 6A,Cornwall Street Squash Centre,2,13/10/2021,3-2,"['3-0', '3-0', '0-3', '3-2', '2-3']",3,2,11,8
Howards Folly Wine LRC Div 6,Squashathon,Ladies Recreation Club,2,13/10/2021,2-3,"['2-3', '3-0', '1-3', '3-1', '0-3']",2,3,9,10
Hong Kong Football Club 6B,Hong Kong Cricket Club 2,Hong Kong Football Club,2,13/10/2021,2-3,"['2-3', '3-0', '0-3', '0-3', '3-2']",2,3,8,11
Hong Kong Cricket Club 2,Howards Folly Wine LRC Div 6,Hong Kong Cricket Club,3,20/10/2021,3-2,"['3-1', '3-0', '0-3', '0-3', '3-1']",3,2,9,8
Hong Kong Football Club 6A,Squashathon,Hong Kong Football Club,3,20/10/2021,4-1,"['3-0', '3-0', '3-0', '1-3', '3-0']",4,1,13,3
i-Mask Advance Squash Club 1,Hong Kong Football Club 6B,Cornwall Street Squash Centre,3,20/10/2021,4-1,"['1-3', '3-1', '3-2', '3-2', '3-2']",4,1,13,10
i-Mask Advance Squash Club 1,Squashathon,Cornwall Street Squash Centre,4,27/10/2021,4-1,"['2-3', '3-1', '3-0', '3-0', '3-0']",4,1,14,4
Hong Kong Cricket Club 2,Hong Kong Football Club 6A,Hong Kong Cricket Club,4,27/10/2021,2-3,"['3-0', '3-0', '0-3', '1-3', '1-3']",2,3,8,9
Hong Kong Football Club 6B,Howards Folly Wine LRC Div 6,Hong Kong Football Club,4,27/10/2021,4-1,"['3-0', '3-1', '3-1', '1-3', '3-0']",4,1,13,5
Hong Kong Cricket Club 2,Squashathon,Hong Kong Cricket Club,6,10/11/2021,5-0,"['3-0', '3-2', '3-2', '3-2', '3-1']",5,0,15,7
Howards Folly Wine LRC Div 6,i-Mask Advance Squash Club 1,Ladies Recreation Club,6,10/11/2021,2-3,"['1-3', '0-3', '1-3', '3-1', '3-0']",2,3,8,10
Hong Kong Football Club 6B,Hong Kong Football Club 6A,Hong Kong Football Club,6,10/11/2021,2-3,"['2-3', '3-0', '3-0', '2-3', '0-3']",2,3,10,9
Hong Kong Football Club 6A,i-Mask Advance Squash Club 1,Hong Kong Football Club,7,17/11/2021,3-2,"['0-3', '2-3', '3-2', '3-1', '3-0']",3,2,11,9
Squashathon,Howards Folly Wine LRC Div 6,Cornwall Street Squash Centre,7,17/11/2021,3-2,"['3-1', '2-3', '3-2', '3-1', '0-3']",3,2,11,10
Hong Kong Cricket Club 2,Hong Kong Football Club 6B,Hong Kong Cricket Club,7,17/11/2021,3-2,"['3-0', '1-3', '3-2', '1-3', '3-2']",3,2,11,10
Howards Folly Wine LRC Div 6,Hong Kong Cricket Club 2,Ladies Recreation Club,8,24/11/2021,1-4,"['2-3', '1-3', '2-3', '2-3', '3-1']",1,4,10,13
Squashathon,Hong Kong Football Club 6A,Cornwall Street Squash Centre,8,24/11/2021,2-3,"['0-3', '0-3', '3-2', '1-3', '3-2']",2,3,7,13
Hong Kong Football Club 6B,i-Mask Advance Squash Club 1,Hong Kong Football Club,8,24/11/2021,1-4,"['2-3', '3-0', '1-3', '1-3', '1-3']",1,4,8,12
Squashathon,i-Mask Advance Squash Club 1,Cornwall Street Squash Centre,9,01/12/2021,2-3,"['3-2', '1-3', '0-3', '0-3', 'CR']",2,3,4,14
Hong Kong Football Club 6A,Hong Kong Cricket Club 2,Hong Kong Football Club,9,01/12/2021,4-1,"['1-3', '3-1', '3-1', '3-0', '3-2']",4,1,13,7
Howards Folly Wine LRC Div 6,Hong Kong Football Club 6B,Ladies Recreation Club,9,01/12/2021,0-5,"['0-3', '1-3', '0-3', '2-3', '0-3']",0,5,3,15
Howards Folly Wine LRC Div 6,Hong Kong Football Club 6A,Ladies Recreation Club,10,08/12/2021,3-2,"['0-3', '3-0', '3-0', '1-3', '3-2']",3,2,10,8
i-Mask Advance Squash Club 1,Hong Kong Cricket Club 2,Cornwall Street Squash Centre,10,08/12/2021,2-3,"['1-3', '2-3', '2-3', '3-1', '3-1']",2,3,11,11
Hong Kong Football Club 6B,Squashathon,Hong Kong Football Club,10,08/12/2021,5-0,"['3-1', '3-1', '3-2', '3-1', '3-0']",5,0,15,5
Squashathon,Hong Kong Cricket Club 2,Cornwall Street Squash Centre,11,15/12/2021,1-4,"['3-0', '0-3', '2-3', '0-3', '0-3']",1,4,5,12
Howards Folly Wine LRC Div 6,i-Mask Advance Squash Club 1,Ladies Recreation Club,11,15/12/2021,1-4,"['0-3', '0-3', '3-0', '0-3', '2-3']",1,4,5,12
Hong Kong Football Club 6A,Hong Kong Football Club 6B,Hong Kong Football Club,11,15/12/2021,2-3,"['1-3', '1-3', '3-0', '1-3', '3-0']",2,3,9,9
i-Mask Advance Squash Club 1,Hong Kong Football Club 6A,Cornwall Street Squash Centre,12,05/01/2022,5-0,"['3-1', '3-2', '3-0', '3-2', '3-0']",5,0,15,5
Howards Folly Wine LRC Div 6,Squashathon,Ladies Recreation Club,12,05/01/2022,3-2,"['0-3', '3-0', '2-3', '3-0', '3-1']",3,2,11,7
Hong Kong Football Club 6B,Hong Kong Cricket Club 2,Hong Kong Football Club,12,05/01/2022,3-2,"['2-3', '3-1', '3-0', '3-2', '1-3']",3,2,12,9
