Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Football Club 16,Kinetic 4,Hong Kong Football Club,1,06/10/2021,5-0,"['3-2', '3-0', '3-2', '3-0', '3-0']",5,0,15,4
Sha Tin Squash Rackets Club 5,Hong Kong Racketlon Association 2,Cornwall Street Squash Centre,1,06/10/2021,3-2,"['0-3', '3-0', '0-3', '3-0', '3-0']",3,2,9,6
PSC,Latecomers,HK Squash Centre,1,06/10/2021,4-1,"['3-1', '3-0', '3-0', '3-1', '2-3']",4,1,14,5
Global Squash 2,South China Athletic Association,Harbour Road Sports Centre,1,06/10/2021,4-1,"['3-0', '0-3', '3-0', '3-0', '3-0']",4,1,12,3
Winter Warriors,Craigengower Cricket Club,HK Squash Centre,1,06/10/2021,5-0,"['3-1', '3-0', 'CR', 'CR', 'CR']",5,0,15,1
MASS,CSD,Cornwall Street Squash Centre,1,06/10/2021,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
MASS,Winter Warriors,Cornwall Street Squash Centre,2,13/10/2021,0-5,"['0-3', '1-3', '0-3', '0-3', '1-3']",0,5,2,15
Craigengower Cricket Club,South China Athletic Association,Craigengower Cricket Club,2,13/10/2021,0-5,"['0-3', '1-3', 'CR', 'CR', 'CR']",0,5,1,15
Global Squash 2,PSC,Harbour Road Sports Centre,2,13/10/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Latecomers,Hong Kong Racketlon Association 2,HK Squash Centre,2,13/10/2021,0-5,"['0-3', '0-3', '0-3', '0-3', 'CR']",0,5,0,15
Sha Tin Squash Rackets Club 5,Hong Kong Football Club 16,Cornwall Street Squash Centre,2,13/10/2021,2-3,"['0-3', '1-3', '0-3', '3-0', '3-2']",2,3,7,11
CSD,Kinetic 4,HK Squash Centre,2,13/10/2021,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15
Sha Tin Squash Rackets Club 5,Kinetic 4,Cornwall Street Squash Centre,3,20/10/2021,2-3,"['2-3', '1-3', '1-3', '3-0', '3-0']",2,3,10,9
Hong Kong Football Club 16,Latecomers,Hong Kong Football Club,3,20/10/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-1']",5,0,15,1
Hong Kong Racketlon Association 2,Global Squash 2,HK Squash Centre,3,20/10/2021,3-2,"['3-1', '0-3', '3-0', '3-2', '0-3']",3,2,9,9
PSC,Craigengower Cricket Club,HK Squash Centre,3,20/10/2021,5-0,"['3-0', '3-1', '3-2', 'CR', 'CR']",5,0,15,3
South China Athletic Association,MASS,HK Squash Centre,3,20/10/2021,5-0,"['3-1', '3-0', '3-0', '3-1', '3-0']",5,0,15,2
Winter Warriors,CSD,HK Squash Centre,3,20/10/2021,5-0,"['3-0', '3-0', 'WO', 'WO', 'WO']",5,0,15,0
Winter Warriors,South China Athletic Association,HK Squash Centre,4,27/10/2021,2-3,"['1-3', '3-0', '3-0', '1-3', 'WO']",2,3,8,9
MASS,PSC,Cornwall Street Squash Centre,4,27/10/2021,2-3,"['0-3', '0-3', '3-2', '1-3', '3-1']",2,3,7,12
