Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Friend Club 3,Fusion Squash Club 2,Cornwall Street Squash Centre,1,08/10/2021,1-4,"['0-3', '0-3', '3-0', '0-3', '0-3']",1,4,3,12
i-Mask Advance Squash Club 2,Neptune,Pei Ho Street Sports Centre,1,08/10/2021,5-0,"['3-2', '3-0', '3-0', '3-0', 'CR']",5,0,15,2
Twister 1,TNG 2,Cornwall Street Squash Centre,1,08/10/2021,0-5,"['0-3', '0-3', '1-3', '0-3', '0-3']",0,5,1,15
United Services Recreation Club 2,Physical Chess 1,United Services Recreation Club,1,08/10/2021,2-3,"['0-3', '1-3', '3-2', '2-3', '3-1']",2,3,9,12
Hong Kong Football Club 7A,Hong Kong Football Club 7B,Hong Kong Football Club,1,08/10/2021,1-4,"['1-3', '0-3', '3-0', '0-3', '0-3']",1,4,4,12
United Services Recreation Club 2,Hong Kong Football Club 7A,United Services Recreation Club,2,15/10/2021,4-1,"['3-2', '3-0', '3-1', '3-1', '2-3']",4,1,14,7
Physical Chess 1,Twister 1,Pei Ho Street Sports Centre,2,15/10/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
TNG 2,i-Mask Advance Squash Club 2,Cornwall Street Squash Centre,2,15/10/2021,4-1,"['3-2', '3-1', '0-3', '3-1', '3-1']",4,1,12,8
Neptune,Friend Club 3,Cornwall Street Squash Centre,2,15/10/2021,0-5,"['1-3', '0-3', '0-3', 'CR', 'CR']",0,5,1,15
Hong Kong Football Club 7B,Fusion Squash Club 2,Hong Kong Football Club,2,15/10/2021,3-2,"['2-3', '3-0', '3-0', '3-0', '0-3']",3,2,11,6
Fusion Squash Club 2,Neptune,HK Squash Centre,3,22/10/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Friend Club 3,TNG 2,Pei Ho Street Sports Centre,3,22/10/2021,3-2,"['3-0', '3-2', '0-3', '0-3', '3-2']",3,2,9,10
i-Mask Advance Squash Club 2,Physical Chess 1,Cornwall Street Squash Centre,3,22/10/2021,2-3,"['0-3', '1-3', '3-1', '3-0', '2-3']",2,3,9,10
