Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Perrier Ladies,Hong Kong Cricket Club Rockettes,HK Squash Centre,1,08/10/2021,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Hong Kong Football Club L3C,Friend Club Ladies,Hong Kong Football Club,1,08/10/2021,1-3,"['3-1', '0-3', '0-3', '0-3']",1,3,3,10
Hong Kong Football Club L3A,Hong Kong Football Club L3B,Hong Kong Football Club,1,08/10/2021,3-1,"['3-0', '3-0', '3-0', '0-3']",3,1,9,3
Hong Kong Football Club L3A,Hong Kong Football Club L3C,Hong Kong Football Club,2,15/10/2021,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Friend Club Ladies,Perrier Ladies,HK Squash Centre,2,15/10/2021,4-0,"['3-0', '3-2', '3-1', '3-0']",4,0,12,3
Hong Kong Football Club L3B,Hong Kong Cricket Club Rockettes,Hong Kong Football Club,2,15/10/2021,1-3,"['3-0', '1-3', '0-3', '0-3']",1,3,4,9
Hong Kong Cricket Club Rockettes,Friend Club Ladies,Hong Kong Cricket Club,3,22/10/2021,4-0,"['3-0', '3-1', '3-0', 'CR']",4,0,12,1
Perrier Ladies,Hong Kong Football Club L3A,HK Squash Centre,3,22/10/2021,2-2,"['0-3', '3-0', '2-3', 'CR']",2,2,5,9
Hong Kong Football Club L3C,Hong Kong Football Club L3B,Hong Kong Football Club,3,22/10/2021,3-1,"['3-0', '3-0', '3-1', '0-3']",3,1,9,4
Perrier Ladies,Hong Kong Football Club L3C,HK Squash Centre,4,29/10/2021,3-1,"['0-3', '3-0', '3-0', '3-0']",3,1,9,3
Hong Kong Football Club L3A,Hong Kong Cricket Club Rockettes,Hong Kong Football Club,4,29/10/2021,4-0,"['3-1', '3-0', '3-0', '3-0']",4,0,12,1
Hong Kong Football Club L3B,Friend Club Ladies,Hong Kong Football Club,4,29/10/2021,3-1,"['3-0', '3-1', '2-3', '3-0']",3,1,11,4
Friend Club Ladies,Hong Kong Football Club L3A,HK Squash Centre,5,05/11/2021,0-4,"['0-3', '1-3', '0-3', '0-3']",0,4,1,12
Hong Kong Football Club L3C,Hong Kong Cricket Club Rockettes,Hong Kong Football Club,5,05/11/2021,0-4,"['0-3', '0-3', '0-3', '0-3']",0,4,0,12
Perrier Ladies,Hong Kong Football Club L3B,HK Squash Centre,5,05/11/2021,2-2,"['0-3', '0-3', '3-1', '3-0']",2,2,6,7
Hong Kong Cricket Club Rockettes,Perrier Ladies,Hong Kong Cricket Club,6,12/11/2021,4-0,"['3-1', '3-0', '3-0', '3-0']",4,0,12,1
Friend Club Ladies,Hong Kong Football Club L3C,HK Squash Centre,6,12/11/2021,4-0,"['3-0', '3-0', '3-0', 'CR']",4,0,12,0
Hong Kong Football Club L3B,Hong Kong Football Club L3A,Hong Kong Football Club,6,12/11/2021,2-2,"['3-2', '0-3', '0-3', '3-0']",2,2,6,8
Hong Kong Football Club L3C,Hong Kong Football Club L3A,Hong Kong Football Club,7,19/11/2021,2-2,"['2-3', '3-0', '2-3', 'CR']",2,2,7,9
Perrier Ladies,Friend Club Ladies,HK Squash Centre,7,19/11/2021,1-3,"['1-3', '0-3', '2-3', '3-2']",1,3,6,11
Hong Kong Cricket Club Rockettes,Hong Kong Football Club L3B,Hong Kong Cricket Club,7,19/11/2021,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Friend Club Ladies,Hong Kong Cricket Club Rockettes,HK Squash Centre,8,26/11/2021,0-4,"['1-3', '0-3', '0-3', '0-3']",0,4,1,12
Hong Kong Football Club L3A,Perrier Ladies,Hong Kong Football Club,8,26/11/2021,3-1,"['3-0', '2-3', '3-0', '3-1']",3,1,11,4
Hong Kong Football Club L3B,Hong Kong Football Club L3C,Hong Kong Football Club,8,26/11/2021,4-0,"['3-0', '3-0', '3-0', 'WO']",4,0,12,0
Hong Kong Football Club L3C,Perrier Ladies,Hong Kong Football Club,9,03/12/2021,0-4,"['1-3', '0-3', '0-3', '0-3']",0,4,1,12
Hong Kong Cricket Club Rockettes,Hong Kong Football Club L3A,Hong Kong Cricket Club,9,03/12/2021,3-1,"['3-0', '0-3', '3-0', '3-1']",3,1,9,4
Friend Club Ladies,Hong Kong Football Club L3B,HK Squash Centre,9,03/12/2021,2-2,"['1-3', '3-1', '1-3', '3-0']",2,2,8,7
Hong Kong Football Club L3A,Friend Club Ladies,Hong Kong Football Club,10,10/12/2021,4-0,"['3-0', '3-0', '3-0', '3-0']",4,0,12,0
Hong Kong Cricket Club Rockettes,Hong Kong Football Club L3C,Hong Kong Cricket Club,10,10/12/2021,4-0,"['3-0', '3-0', '3-0', 'CR']",4,0,12,0
Hong Kong Football Club L3B,Perrier Ladies,Hong Kong Football Club,10,10/12/2021,3-1,"['3-0', '3-0', '3-2', '0-3']",3,1,9,5
Perrier Ladies,Hong Kong Cricket Club Rockettes,HK Squash Centre,11,17/12/2021,0-4,"['2-3', '0-3', '0-3', '1-3']",0,4,3,12
Hong Kong Football Club L3C,Friend Club Ladies,Hong Kong Football Club,11,17/12/2021,1-3,"['3-0', '1-3', '0-3', '0-3']",1,3,4,9
Hong Kong Football Club L3A,Hong Kong Football Club L3B,Hong Kong Football Club,11,17/12/2021,4-0,"['3-0', '3-0', '3-0', '3-2']",4,0,12,2
