Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Hong Kong Cricket Club 8,TNG 4,Hong Kong Cricket Club,1,16/10/2021,2-3,"['3-0', '0-3', '0-3', '3-0', '0-3']",2,3,6,9
Vitality Squash 2,Hong Kong Football Club 19,HK Squash Centre,1,16/10/2021,3-2,"['3-1', '3-1', '3-0', '2-3', '2-3']",3,2,13,8
SKYERS,Orion Squash,HK Squash Centre,1,16/10/2021,3-2,"['3-1', '0-3', '3-0', '0-3', '3-0']",3,2,9,7
Hong Kong Football Club 19,SKYERS,Hong Kong Football Club,2,23/10/2021,1-4,"['0-3', '1-3', '0-3', '3-0', '0-3']",1,4,4,12
TNG 4,Vitality Squash 2,Cornwall Street Squash Centre,2,23/10/2021,4-1,"['3-2', '3-0', '3-1', '1-3', '3-0']",4,1,13,6
North District Sports Association 3,Hong Kong Cricket Club 8,Cornwall Street Squash Centre,2,23/10/2021,3-2,"['0-3', '2-3', '3-1', '3-0', '3-0']",3,2,11,7
Vitality Squash 2,North District Sports Association 3,HK Squash Centre,3,20/11/2021,4-1,"['3-0', '3-0', '3-0', '3-0', '0-3']",4,1,12,3
SKYERS,TNG 4,HK Squash Centre,3,20/11/2021,4-1,"['3-0', '0-3', '3-1', '3-0', '3-0']",4,1,12,4
Orion Squash,Hong Kong Football Club 19,Cornwall Street Squash Centre,3,20/11/2021,5-0,"['3-0', '3-0', '3-0', 'CR', 'CR']",5,0,15,0
TNG 4,Orion Squash,Cornwall Street Squash Centre,4,27/11/2021,3-2,"['3-2', '3-0', '3-0', '0-3', '0-3']",3,2,9,8
North District Sports Association 3,SKYERS,Cornwall Street Squash Centre,4,27/11/2021,2-3,"['0-3', '0-3', '1-3', '3-2', 'CR']",2,3,4,14
Hong Kong Cricket Club 8,Vitality Squash 2,Hong Kong Cricket Club,4,27/11/2021,4-1,"['3-0', '1-3', '3-0', '3-1', '3-0']",4,1,13,4
SKYERS,Hong Kong Cricket Club 8,HK Squash Centre,5,04/12/2021,3-2,"['3-2', '3-0', '3-0', '1-3', 'CR']",3,2,13,5
Orion Squash,North District Sports Association 3,Cornwall Street Squash Centre,5,04/12/2021,4-1,"['3-0', '3-0', '1-3', '3-0', '3-1']",4,1,13,4
Hong Kong Football Club 19,TNG 4,Hong Kong Football Club,5,04/12/2021,2-3,"['0-3', '0-3', '3-1', '0-3', '3-1']",2,3,6,11
North District Sports Association 3,Hong Kong Football Club 19,Cornwall Street Squash Centre,6,11/12/2021,5-0,"['3-0', '3-0', '3-0', '3-0', 'CR']",5,0,15,0
Hong Kong Cricket Club 8,Orion Squash,Hong Kong Cricket Club,6,11/12/2021,0-5,"['1-3', '0-3', '1-3', '0-3', 'CR']",0,5,2,15
Vitality Squash 2,SKYERS,HK Squash Centre,6,11/12/2021,2-3,"['0-3', '3-0', '0-3', '3-1', '1-3']",2,3,7,10
Orion Squash,Vitality Squash 2,Cornwall Street Squash Centre,7,18/12/2021,4-1,"['3-1', '2-3', '3-0', '3-0', '3-0']",4,1,14,4
Hong Kong Cricket Club 8,Hong Kong Football Club 19,Hong Kong Cricket Club,7,18/12/2021,4-1,"['3-0', '3-0', '3-0', '3-0', '2-3']",4,1,14,3
North District Sports Association 3,TNG 4,Cornwall Street Squash Centre,7,18/12/2021,1-4,"['0-3', '0-3', '0-3', '3-0', '2-3']",1,4,5,12
