Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Smart Squash 1,TNG 1,Cornwall Street Squash Centre,1,04/10/2021,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
The New Generation X,Friend Club 1,Cornwall Street Squash Centre,1,04/10/2021,1-4,"['0-3', '2-3', '1-3', '1-3', '3-0']",1,4,7,12
Happy Squash Zang Bong,Perrier Sergio Tacchini KCC 4,Cornwall Street Squash Centre,1,04/10/2021,1-4,"['3-0', '1-3', '2-3', '0-3', '0-3']",1,4,6,12
Hong Kong Football Club 4A,Hong Kong Football Club 4B,Hong Kong Football Club,1,04/10/2021,4-1,"['3-0', '0-3', '3-2', '3-0', '3-2']",4,1,12,7
United Services Recreation Club 1,Hong Kong Football Club 4A,United Services Recreation Club,2,11/10/2021,0-5,"['1-3', '0-3', '1-3', '0-3', '0-3']",0,5,2,15
Hong Kong Football Club 4B,Happy Squash Zang Bong,Hong Kong Football Club,2,11/10/2021,4-1,"['0-3', '3-0', '3-0', '3-1', '3-0']",4,1,12,4
Perrier Sergio Tacchini KCC 4,The New Generation X,Kowloon Cricket Club,2,11/10/2021,4-1,"['3-0', '3-0', '3-0', '3-0', '0-3']",4,1,12,3
Friend Club 1,Smart Squash 1,Cornwall Street Squash Centre,2,11/10/2021,4-1,"['3-0', '3-0', '2-3', '3-0', '3-0']",4,1,14,3
TNG 1,Friend Club 1,Cornwall Street Squash Centre,3,18/10/2021,4-1,"['3-1', '3-0', '3-1', '3-2', '2-3']",4,1,14,7
Perrier Sergio Tacchini KCC 4,Smart Squash 1,Kowloon Cricket Club,3,18/10/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
The New Generation X,Hong Kong Football Club 4B,Cornwall Street Squash Centre,3,18/10/2021,3-2,"['2-3', '0-3', '3-1', '3-2', 'CR']",3,2,11,9
Happy Squash Zang Bong,United Services Recreation Club 1,Cornwall Street Squash Centre,3,18/10/2021,5-0,"['3-0', '3-0', '3-1', '3-0', '3-1']",5,0,15,2
Happy Squash Zang Bong,Hong Kong Football Club 4A,Cornwall Street Squash Centre,4,25/10/2021,3-2,"['3-0', '3-0', '3-0', '0-3', '0-3']",3,2,9,6
United Services Recreation Club 1,The New Generation X,United Services Recreation Club,4,25/10/2021,1-4,"['3-0', '0-3', '0-3', '0-3', '0-3']",1,4,3,12
Hong Kong Football Club 4B,Smart Squash 1,Hong Kong Football Club,4,25/10/2021,5-0,"['3-0', 'CR', 'CR', 'CR', 'CR']",5,0,15,0
Perrier Sergio Tacchini KCC 4,TNG 1,Kowloon Cricket Club,4,25/10/2021,1-4,"['0-3', '1-3', '3-0', '1-3', '1-3']",1,4,6,12
Friend Club 1,Perrier Sergio Tacchini KCC 4,Cornwall Street Squash Centre,5,01/11/2021,1-4,"['3-1', '2-3', '0-3', '0-3', '1-3']",1,4,6,13
TNG 1,Hong Kong Football Club 4B,Cornwall Street Squash Centre,5,01/11/2021,3-2,"['3-0', '3-0', '1-3', '3-2', '0-3']",3,2,10,8
Smart Squash 1,United Services Recreation Club 1,Cornwall Street Squash Centre,5,01/11/2021,3-2,"['0-3', '3-1', '3-0', '3-0', '2-3']",3,2,11,7
Hong Kong Football Club 4A,The New Generation X,Hong Kong Football Club,5,01/11/2021,4-1,"['3-0', '1-3', '3-2', '3-0', '3-0']",4,1,13,5
Happy Squash Zang Bong,The New Generation X,Cornwall Street Squash Centre,6,08/11/2021,2-3,"['3-0', '0-3', '1-3', '3-0', '0-3']",2,3,7,9
Smart Squash 1,Hong Kong Football Club 4A,Cornwall Street Squash Centre,6,08/11/2021,1-4,"['1-3', '0-3', '0-3', '3-2', '0-3']",1,4,4,14
United Services Recreation Club 1,TNG 1,United Services Recreation Club,6,08/11/2021,0-5,"['0-3', '0-3', '0-3', '0-2', '0-3']",0,5,0,14
Hong Kong Football Club 4B,Friend Club 1,Hong Kong Football Club,6,08/11/2021,1-4,"['0-3', '0-3', '3-0', '2-3', '0-3']",1,4,5,12
Hong Kong Football Club 4B,Perrier Sergio Tacchini KCC 4,Hong Kong Football Club,7,15/11/2021,1-4,"['3-1', '0-3', '0-3', '0-3', '1-3']",1,4,4,13
Friend Club 1,United Services Recreation Club 1,Cornwall Street Squash Centre,7,15/11/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-2']",5,0,15,2
Hong Kong Football Club 4A,TNG 1,Hong Kong Football Club,7,15/11/2021,3-2,"['0-3', '3-1', '2-3', '3-0', '3-0']",3,2,11,7
Smart Squash 1,Happy Squash Zang Bong,Cornwall Street Squash Centre,7,15/11/2021,4-1,"['0-3', '3-0', '3-1', '3-2', '3-0']",4,1,12,6
The New Generation X,Smart Squash 1,Cornwall Street Squash Centre,8,22/11/2021,3-2,"['3-0', '3-0', '0-3', '0-3', '3-1']",3,2,9,7
Happy Squash Zang Bong,TNG 1,Cornwall Street Squash Centre,8,22/11/2021,1-4,"['3-0', '0-3', '2-3', '0-3', '0-3']",1,4,5,12
Hong Kong Football Club 4A,Friend Club 1,Hong Kong Football Club,8,22/11/2021,3-2,"['0-3', '3-1', '0-3', '3-1', '3-1']",3,2,9,9
United Services Recreation Club 1,Perrier Sergio Tacchini KCC 4,United Services Recreation Club,8,22/11/2021,1-4,"['3-2', '2-3', '1-3', '0-3', '0-3']",1,4,6,14
Hong Kong Football Club 4B,United Services Recreation Club 1,Hong Kong Football Club,9,29/11/2021,3-2,"['1-3', '3-0', '3-0', '3-0', '1-3']",3,2,11,6
Perrier Sergio Tacchini KCC 4,Hong Kong Football Club 4A,Kowloon Cricket Club,9,29/11/2021,3-2,"['1-3', '3-1', '3-0', '1-3', '3-1']",3,2,11,8
Friend Club 1,Happy Squash Zang Bong,Cornwall Street Squash Centre,9,29/11/2021,3-2,"['2-3', '0-3', '3-2', '3-0', '3-0']",3,2,11,8
TNG 1,The New Generation X,Cornwall Street Squash Centre,9,29/11/2021,4-1,"['3-0', '3-0', '3-0', '3-0', '0-3']",4,1,12,3
TNG 1,Smart Squash 1,Cornwall Street Squash Centre,10,06/12/2021,5-0,"['3-1', '3-0', 'CR', 'CR', 'CR']",5,0,15,1
Friend Club 1,The New Generation X,Cornwall Street Squash Centre,10,06/12/2021,3-2,"['3-0', '0-3', '3-0', '3-1', '2-3']",3,2,11,7
Perrier Sergio Tacchini KCC 4,Happy Squash Zang Bong,Kowloon Cricket Club,10,06/12/2021,3-2,"['0-3', '0-3', '3-0', '3-0', '3-0']",3,2,9,6
Hong Kong Football Club 4B,Hong Kong Football Club 4A,Hong Kong Football Club,10,06/12/2021,1-4,"['1-3', '0-3', '3-1', '0-3', '1-3']",1,4,5,13
Hong Kong Football Club 4A,United Services Recreation Club 1,Hong Kong Football Club,11,13/12/2021,5-0,"['3-1', '3-0', '3-0', '3-0', '3-0']",5,0,15,1
Happy Squash Zang Bong,Hong Kong Football Club 4B,Cornwall Street Squash Centre,11,13/12/2021,4-1,"['3-0', '3-0', '3-2', '0-3', '3-1']",4,1,12,6
The New Generation X,Perrier Sergio Tacchini KCC 4,Cornwall Street Squash Centre,11,13/12/2021,3-2,"['3-1', '0-3', '1-3', '3-0', '3-1']",3,2,10,8
Smart Squash 1,Friend Club 1,Cornwall Street Squash Centre,11,13/12/2021,2-3,"['0-3', '3-1', '0-3', '3-1', '0-3']",2,3,6,11
Friend Club 1,TNG 1,Cornwall Street Squash Centre,12,03/01/2022,2-3,"['1-3', '0-3', '3-2', '3-0', '1-3']",2,3,8,11
Smart Squash 1,Perrier Sergio Tacchini KCC 4,Cornwall Street Squash Centre,12,03/01/2022,0-5,"['0-3', '0-3', '0-3', '1-3', '1-3']",0,5,2,15
Hong Kong Football Club 4B,The New Generation X,Hong Kong Football Club,12,03/01/2022,1-4,"['0-3', '2-3', '1-3', '3-0', '1-3']",1,4,7,12
United Services Recreation Club 1,Happy Squash Zang Bong,United Services Recreation Club,12,03/01/2022,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
