Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
United Sports Association,Yuen Long District Sports Association Limited,Pei Ho Street Sports Centre,1,08/10/2021,2-3,"['3-0', '3-0', '0-3', 'CR', 'CR']",2,3,6,9
Friend Club 8,Squashathon 1,Cornwall Street Squash Centre,1,08/10/2021,1-4,"['1-3', '0-3', '3-0', '0-3', '0-3']",1,4,4,12
Energy Squash 1,North District Sports Association 2,HK Squash Centre,1,08/10/2021,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0,5,0,15
PLZ,Energy Squash 1,Cornwall Street Squash Centre,2,15/10/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
North District Sports Association 2,Friend Club 8,Cornwall Street Squash Centre,2,15/10/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
United Sports Association,Squashathon 1,Pei Ho Street Sports Centre,2,15/10/2021,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15
Yuen Long District Sports Association Limited,Squashathon 1,Yuen Long Jockey Club Squash Courts,3,22/10/2021,1-4,"['3-0', '0-3', '0-3', '1-3', '0-3']",1,4,4,12
United Sports Association,North District Sports Association 2,Pei Ho Street Sports Centre,3,22/10/2021,3-2,"['3-0', '3-0', '3-2', 'WO', 'CR']",3,2,15,2
Friend Club 8,PLZ,Cornwall Street Squash Centre,3,22/10/2021,1-4,"['1-3', '0-3', '3-1', '0-3', '0-3']",1,4,4,13
Energy Squash 1,Friend Club 8,HK Squash Centre,4,29/10/2021,4-1,"['0-3', '3-0', '3-0', 'CR', 'CR']",4,1,12,3
United Sports Association,PLZ,Pei Ho Street Sports Centre,4,29/10/2021,2-3,"['3-0', '1-3', '3-0', '0-3', '0-3']",2,3,7,9
North District Sports Association 2,Yuen Long District Sports Association Limited,Cornwall Street Squash Centre,4,29/10/2021,5-0,"['3-0', '3-0', '3-1', '3-1', '3-1']",5,0,15,3
North District Sports Association 2,Squashathon 1,Pei Ho Street Sports Centre,5,05/11/2021,3-2,"['1-3', '3-2', '3-0', '3-0', '0-3']",3,2,10,8
Yuen Long District Sports Association Limited,PLZ,Tai Kiu Market Squash Courts,5,05/11/2021,1-4,"['0-3', '1-3', '0-3', '3-0', '0-3']",1,4,4,12
United Sports Association,Energy Squash 1,Pei Ho Street Sports Centre,5,05/11/2021,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0,5,0,15
Friend Club 8,United Sports Association,Cornwall Street Squash Centre,6,12/11/2021,2-3,"['0-3', '0-3', '0-3', '3-0', '3-0']",2,3,6,9
Energy Squash 1,Yuen Long District Sports Association Limited,HK Squash Centre,6,12/11/2021,1-4,"['0-3', '1-3', '3-0', '0-3', '1-3']",1,4,5,12
PLZ,Squashathon 1,Cornwall Street Squash Centre,6,12/11/2021,0-5,"['0-3', '0-3', '0-3', '0-3', 'WO']",0,5,0,15
North District Sports Association 2,PLZ,Cornwall Street Squash Centre,7,19/11/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Squashathon 1,Energy Squash 1,Cornwall Street Squash Centre,7,19/11/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
Yuen Long District Sports Association Limited,Friend Club 8,Tai Kiu Market Squash Courts,7,19/11/2021,2-3,"['0-3', '0-3', '3-2', '3-2', '0-3']",2,3,6,13
Yuen Long District Sports Association Limited,United Sports Association,Yuen Long Jockey Club Squash Courts,8,26/11/2021,2-3,"['0-3', '2-3', '0-3', 'WO', 'WO']",2,3,2,15
Squashathon 1,Friend Club 8,Pei Ho Street Sports Centre,8,26/11/2021,4-1,"['3-0', '3-1', '0-3', '3-0', '3-1']",4,1,12,5
North District Sports Association 2,Energy Squash 1,Cornwall Street Squash Centre,8,26/11/2021,5-0,"['3-0', '3-0', '3-2', '3-0', '3-0']",5,0,15,2
Energy Squash 1,PLZ,HK Squash Centre,9,03/12/2021,1-4,"['0-3', '1-3', '0-3', '1-3', 'CR']",1,4,2,15
Friend Club 8,North District Sports Association 2,Pei Ho Street Sports Centre,9,03/12/2021,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
United Sports Association,Squashathon 1,Pei Ho Street Sports Centre,9,03/12/2021,3-2,"['3-0', '3-0', '3-0', '0-3', 'CR']",3,2,12,3
Squashathon 1,Yuen Long District Sports Association Limited,Cornwall Street Squash Centre,10,10/12/2021,4-1,"['3-2', '0-3', '3-0', '3-0', '3-0']",4,1,12,5
North District Sports Association 2,United Sports Association,Cornwall Street Squash Centre,10,10/12/2021,2-3,"['0-3', '2-3', '0-3', '3-0', 'CR']",2,3,5,12
PLZ,Friend Club 8,Cornwall Street Squash Centre,10,10/12/2021,4-1,"['0-3', '3-0', '3-1', '3-0', '3-1']",4,1,12,5
Friend Club 8,Energy Squash 1,Cornwall Street Squash Centre,11,17/12/2021,5-0,"['3-0', '3-0', '3-0', '3-0', '3-0']",5,0,15,0
United Sports Association,PLZ,Pei Ho Street Sports Centre,11,17/12/2021,4-1,"['3-0', '3-2', '3-1', '3-0', '0-3']",4,1,12,6
Yuen Long District Sports Association Limited,North District Sports Association 2,Tai Kiu Market Squash Courts,11,17/12/2021,1-4,"['1-3', '1-3', '0-3', '2-3', '3-1']",1,4,7,13
