Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won
Star River 2,7NT,Cornwall Street Squash Centre,1,05/10/2021,4-1,"['2-3', '3-0', '3-1', '3-0', '3-1']",4,1,14,5
Sha Tin Squash Rackets Club 4,Hong Kong Football Club 15,Cornwall Street Squash Centre,1,05/10/2021,1-4,"['1-3', '3-0', '0-3', '0-3', '2-3']",1,4,6,12
Invader Squash,Kinetic 3,Harbour Road Sports Centre,1,05/10/2021,3-2,"['0-3', '3-1', '3-2', '3-0', '0-3']",3,2,9,9
7NT,Hong Kong Football Club 15,Cornwall Street Squash Centre,2,19/10/2021,0-5,"['1-3', '1-3', '0-3', '0-3', '0-3']",0,5,2,15
Star River 2,Kinetic 3,Cornwall Street Squash Centre,2,19/10/2021,2-3,"['1-3', '3-0', '3-0', '0-3', '1-3']",2,3,8,9
Sha Tin Squash Rackets Club 4,i-Mask Advance Squash Club 6,Cornwall Street Squash Centre,2,19/10/2021,2-3,"['2-3', '3-0', '1-3', '3-0', '1-3']",2,3,10,9
Invader Squash,Sha Tin Squash Rackets Club 4,Harbour Road Sports Centre,3,26/10/2021,3-2,"['2-3', '0-3', '3-2', '3-0', '3-1']",3,2,11,9
i-Mask Advance Squash Club 6,Star River 2,Cornwall Street Squash Centre,3,26/10/2021,2-3,"['0-3', '3-2', '3-1', '0-3', '1-3']",2,3,7,12
Kinetic 3,7NT,HK Squash Centre,3,26/10/2021,4-1,"['3-0', '1-3', '3-1', '3-0', '3-0']",4,1,13,4
Hong Kong Football Club 15,Kinetic 3,Hong Kong Football Club,4,02/11/2021,5-0,"['3-1', '3-0', '3-0', '3-0', '3-1']",5,0,15,2
7NT,i-Mask Advance Squash Club 6,Cornwall Street Squash Centre,4,02/11/2021,1-4,"['2-3', '0-3', '0-3', '3-1', '0-3']",1,4,5,13
Star River 2,Invader Squash,Cornwall Street Squash Centre,4,02/11/2021,2-3,"['3-2', '3-2', '0-3', '1-3', '0-3']",2,3,7,13
Sha Tin Squash Rackets Club 4,Star River 2,Cornwall Street Squash Centre,5,09/11/2021,4-1,"['3-1', '3-0', '3-2', '1-3', '3-1']",4,1,13,7
Invader Squash,7NT,Harbour Road Sports Centre,5,09/11/2021,4-1,"['1-3', '3-0', '3-1', '3-0', '3-2']",4,1,13,6
i-Mask Advance Squash Club 6,Hong Kong Football Club 15,Cornwall Street Squash Centre,5,09/11/2021,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15
Kinetic 3,i-Mask Advance Squash Club 6,HK Squash Centre,6,16/11/2021,3-2,"['2-3', '3-1', '2-3', '3-0', '3-1']",3,2,13,8
Invader Squash,Hong Kong Football Club 15,Harbour Road Sports Centre,6,16/11/2021,2-3,"['1-3', '2-3', '2-3', '3-2', '3-0']",2,3,11,11
7NT,Sha Tin Squash Rackets Club 4,Cornwall Street Squash Centre,6,16/11/2021,1-4,"['1-3', '0-3', '3-0', '1-3', '1-3']",1,4,6,12
7NT,Star River 2,Cornwall Street Squash Centre,7,23/11/2021,3-2,"['3-1', '3-1', '2-3', '3-0', '0-3']",3,2,11,8
Hong Kong Football Club 15,Sha Tin Squash Rackets Club 4,Hong Kong Football Club,7,23/11/2021,5-0,"['3-1', '3-0', '3-0', '3-0', '3-2']",5,0,15,3
Kinetic 3,Invader Squash,HK Squash Centre,7,23/11/2021,2-3,"['0-3', '3-2', '0-3', '3-0', '0-3']",2,3,6,11
Invader Squash,i-Mask Advance Squash Club 6,Harbour Road Sports Centre,8,30/11/2021,5-0,"['3-1', '3-1', '3-0', '3-0', 'CR']",5,0,15,2
Sha Tin Squash Rackets Club 4,Kinetic 3,Cornwall Street Squash Centre,8,30/11/2021,2-3,"['3-2', '3-0', '0-3', '1-3', '0-3']",2,3,7,11
Star River 2,Hong Kong Football Club 15,Cornwall Street Squash Centre,8,30/11/2021,3-2,"['3-1', '0-3', '3-2', '3-2', '0-3']",3,2,9,11
7NT,Hong Kong Football Club 15,Cornwall Street Squash Centre,9,07/12/2021,0-5,"['0-3', '2-3', '0-3', '2-3', '0-3']",0,5,4,15
Kinetic 3,Star River 2,HK Squash Centre,9,07/12/2021,4-1,"['3-0', '0-3', '3-0', '3-0', '3-0']",4,1,12,3
i-Mask Advance Squash Club 6,Sha Tin Squash Rackets Club 4,Cornwall Street Squash Centre,9,07/12/2021,2-3,"['1-3', '0-3', '3-1', '3-0', '0-3']",2,3,7,10
Sha Tin Squash Rackets Club 4,Invader Squash,Cornwall Street Squash Centre,10,14/12/2021,1-4,"['0-3', '3-0', '0-3', '1-3', '0-3']",1,4,4,12
Star River 2,i-Mask Advance Squash Club 6,Cornwall Street Squash Centre,10,14/12/2021,1-4,"['0-3', '0-3', '2-3', '3-0', '0-3']",1,4,5,12
7NT,Kinetic 3,Cornwall Street Squash Centre,10,14/12/2021,3-2,"['0-3', '3-0', '3-0', '0-3', '3-2']",3,2,9,8
Kinetic 3,Hong Kong Football Club 15,HK Squash Centre,11,04/01/2022,1-4,"['2-3', '0-3', '3-2', '2-3', '0-3']",1,4,7,14
i-Mask Advance Squash Club 6,7NT,Cornwall Street Squash Centre,11,04/01/2022,3-2,"['3-0', '0-3', '3-0', '0-3', '3-0']",3,2,9,6
Invader Squash,Star River 2,Harbour Road Sports Centre,11,04/01/2022,5-0,"['3-0', '3-2', '3-0', '3-1', '3-0']",5,0,15,3
