Team,Played,Won,Lost,Points
Electrify Squash Div 19,20,17,3,89
TNG 3,20,17,3,84
SocGen Squash,20,14,6,80
Hong Kong Football Club 19,20,13,7,77
Hong Kong International School D19,20,13,7,75
Squashathon 2,20,10,10,55
X-Alpha 6,20,9,11,48
The 8 Virtues,20,7,13,45
Sha Tin Squash Rackets Club 8,20,6,14,44
8 Virtues + 1,20,5,15,39
RELAY 2,20,5,15,36
United Services Recreation Club 4,20,4,16,35
