Team,Played,Won,Lost,Points
Hong Kong Football Club 5,16,13,3,76
X-Alpha 2,16,13,3,72
Kowloon Cricket Club 5,16,13,3,69
United Services Recreation Club 1,16,10,6,54
Sha Tin Squash Rackets Club 1,16,8,8,47
i-Mask Advance Squash Club 1,16,6,10,41
YLJR 1,16,4,12,31
Electrify Squash Div 5,16,4,12,29
Squashathon,16,1,15,11
