Team,Played,Won,Lost,Points
Kowloon Cricket Club 3,15,13,2,63
Hong Kong Football Club 3B,15,7,8,43
Happy Squash 1,15,6,9,42
Hong Kong Football Club 3A,15,6,9,39
Young Player 3,16,6,10,38
