Team,Played,Won,Lost,Points
Hong Kong Football Club L1A,10,9,1,34
Kowloon Cricket Club L1A,10,7,3,26
Kowloon Cricket Club L1B,10,6,4,25
Jessica,10,5,5,20
Hong Kong Cricket Club L1,10,3,7,12
Hong Kong Football Club L1B,10,0,10,-2
