Team,Played,Won,Lost,Points
HKPF Squash Team,20,14,6,78
North District Sports Association 1,20,13,7,76
Sha Tin Squash Rackets Club 4,20,12,8,73
Alpha CUHK,20,12,8,67
Star River 1,20,12,8,59
Craigengower Cricket Club,20,9,11,58
Sea Bear,20,7,13,50
Hong Kong Racketlon Association 2,20,1,19,11
