Team,Played,Won,Lost,Points
Hong Kong Football Club 1,8,7,1,25
FWD,8,4,4,17
Hong Kong Cricket Club 1,8,4,4,15
Kowloon Cricket Club 1B,8,3,5,13
Kowloon Cricket Club 1A,8,2,6,10
