Team,Played,Won,Lost,Points
Hong Kong Football Club M1B,16,14,2,58
Hong Kong Football Club M1A,16,12,4,55
Ladies Recreation Club M1,16,9,7,43
Hong Kong Cricket Club M1B,16,3,13,22
Hong Kong Cricket Club M1A,16,2,14,22
