Team,Played,Won,Lost,Points
Greenfield,16,13,3,70
Kinetic 2,16,13,3,68
Kowloon Cricket Club 13,16,13,3,65
Hong Kong Football Club 13,16,10,6,57
Friend Club 5,16,9,7,56
i-Mask Advance Squash Club 5,16,5,11,37
ATM,16,5,11,36
BOSS,16,4,12,32
Centre Squash,16,0,16,10
