Team,Played,Won,Lost,Points
Physical Chess 1,21,19,2,106
Hong Kong Football Club 7B,21,18,3,100
Hong Kong Football Club 7A,21,17,4,94
Kowloon Cricket Club 7,21,14,7,79
Twister 1,21,10,11,60
X-Alpha 3,21,9,12,58
The Squash Club 1,21,8,13,57
Happy Squash 2,21,9,12,55
Friend Club 2,21,7,14,47
i-Mask Advance Squash Club 2,21,7,14,38
Fusion Squash Club 1,21,5,16,29
Hong Kong Racketlon Association 1,21,3,18,25
