Team,Played,Won,Lost,Points
Physical Chess 4,22,19,3,102
United Services Recreation Club 3,22,18,4,96
7NT,22,15,7,84
Hong Kong Cricket Club Rockers,22,15,7,81
Hong Kong Football Club 15,22,14,8,76
Tuen Mun Squash Club,22,13,9,72
SKCSC,22,10,12,62
TNG 2,22,10,12,55
South China Athletic Association,22,6,16,46
Sha Tin Squash Rackets Club 5,22,5,17,46
The Squash Club 2,22,5,17,34
Invader Squash,22,2,20,34
