Team,Played,Won,Lost,Points
Electrify Squash Div 18,20,20,0,100
Sha Tin Squash Rackets Club 7,20,15,5,88
Hong Kong Football Club 18,20,13,7,77
Ladies Recreation Club Div 18,20,12,8,73
Kowloon Cricket Club 18,20,12,8,72
North District Sports Association 3,20,9,11,67
Physical Chess 5,20,11,9,57
Hong Kong Cricket Club 8,20,7,13,46
Sky Fighter,20,8,12,45
Vitality Squash 3,20,6,14,38
Fusion Squash Club 3,20,3,17,23
Elite Team,20,4,16,3
