Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
TNG 2,60.0,80.0,75.0,100.0,33.33333333333333,69.66666666666666,21
TNG 1,80.0,80.0,40.0,40.0,100.0,68.0,24
Greenfield,40.0,80.0,80.0,60.0,50.0,62.0,24
Royal Hong Kong Yacht Club Div 13,60.0,40.0,50.0,75.0,75.0,60.0,22
Vitality Squash 3,40.0,40.0,40.0,50.0,100.0,54.0,21
North District Sports Association 2,0.0,40.0,80.0,80.0,60.0,52.0,25
Arctic Circle,100.0,25.0,25.0,25.0,75.0,50.0,20
Squashathon PLZ,40.0,100.0,60.0,0.0,25.0,45.0,23
Physical Chess 4,0.0,20.0,80.0,50.0,50.0,40.0,21
Star River 3,25.0,25.0,50.0,50.0,25.0,35.0,20
Bravo D13,80.0,40.0,20.0,25.0,0.0,33.0,22
M&M Squash,80.0,20.0,0.0,40.0,20.0,32.0,25
